supplier_id,onset_date,end_date_exclusive,duration_days
S025,2029-09-28,2029-10-02,4
S025,2029-10-07,2029-10-10,3
S025,2029-10-16,2029-10-20,4
S025,2029-11-02,2029-11-05,3
S025,2029-11-08,2029-11-11,3
S025,2029-11-14,2029-11-17,3
S025,2029-11-29,2029-12-04,5
S026,2029-07-13,2029-07-17,4
S026,2029-09-12,2029-09-15,3
S026,2029-11-19,2029-11-22,3
S028,2029-07-23,2029-07-27,4
S028,2029-08-08,2029-08-13,5
S028,2029-12-07,2029-12-11,4
S028,2029-12-14,2029-12-18,4
S030,2029-07-01,2029-07-04,3
S031,2029-09-19,2029-09-21,2
S031,2029-12-14,2029-12-18,4
S032,2029-10-11,2029-10-16,5
S033,2029-09-24,2029-09-28,4
S034,2029-08-05,2029-08-09,4
S034,2029-09-12,2029-09-16,4
S034,2029-09-29,2029-10-04,5
S035,2029-08-09,2029-08-14,5
S035,2029-10-16,2029-10-19,3
S035,2029-11-05,2029-11-09,4
S035,2029-11-21,2029-11-23,2
S036,2029-09-05,2029-09-08,3
S036,2029-09-23,2029-09-26,3
S036,2029-09-28,2029-10-02,4
S036,2029-11-13,2029-11-17,4
S037,2029-08-15,2029-08-17,2
S037,2029-10-23,2029-10-26,3
S037,2029-11-19,2029-11-23,4
S039,2029-10-22,2029-10-27,5
S040,2029-09-28,2029-10-01,3
S040,2029-11-17,2029-11-20,3
S041,2029-10-13,2029-10-15,2
S041,2029-11-14,2029-11-18,4
S041,2029-12-23,2029-12-26,3
S042,2029-12-14,2029-12-16,2
S043,2029-07-01,2029-07-04,3
S043,2029-07-22,2029-07-27,5
S043,2029-11-03,2029-11-08,5
S043,2029-12-16,2029-12-21,5
S044,2029-07-15,2029-07-18,3
S044,2029-08-11,2029-08-16,5
S045,2029-08-19,2029-08-22,3
S046,2029-09-22,2029-09-26,4
S046,2029-10-07,2029-10-11,4
S046,2029-10-28,2029-11-01,4
S047,2029-08-01,2029-08-04,3
S047,2029-08-14,2029-08-16,2
S047,2029-09-14,2029-09-19,5
S047,2029-09-22,2029-09-26,4
S047,2029-12-05,2029-12-09,4
S048,2029-08-07,2029-08-09,2
S048,2029-08-24,2029-08-26,2
S048,2029-10-01,2029-10-03,2
S048,2029-10-15,2029-10-18,3
S048,2029-11-24,2029-11-29,5
S048,2029-12-13,2029-12-15,2
S049,2029-08-12,2029-08-16,4
S049,2029-10-22,2029-10-26,4
S050,2029-09-07,2029-09-12,5
S051,2029-07-18,2029-07-21,3
S051,2029-07-26,2029-07-28,2
S051,2029-08-04,2029-08-07,3
S051,2029-08-29,2029-09-01,3
S051,2029-09-01,2029-09-06,5
S052,2029-07-08,2029-07-11,3
S053,2029-07-03,2029-07-05,2
S053,2029-07-14,2029-07-16,2
S053,2029-09-06,2029-09-10,4
S053,2029-10-30,2029-11-01,2
S054,2029-09-07,2029-09-12,5
S054,2029-09-23,2029-09-26,3
S054,2029-10-06,2029-10-10,4
S054,2029-12-22,2029-12-25,3
S055,2029-07-08,2029-07-11,3
S056,2029-09-01,2029-09-06,5
S057,2029-08-01,2029-08-04,3
S057,2029-08-17,2029-08-19,2
S057,2029-09-13,2029-09-17,4
S058,2029-08-16,2029-08-21,5
S058,2029-09-22,2029-09-26,4
S058,2029-11-26,2029-11-30,4
S059,2029-09-17,2029-09-21,4
S059,2029-09-27,2029-10-01,4
S059,2029-12-13,2029-12-15,2
S060,2029-08-11,2029-08-14,3
S060,2029-08-14,2029-08-18,4
S060,2029-08-21,2029-08-25,4
S060,2029-09-04,2029-09-06,2
S060,2029-09-11,2029-09-13,2
S060,2029-10-02,2029-10-05,3
S060,2029-10-22,2029-10-27,5
S061,2029-06-30,2029-07-02,2
S061,2029-10-25,2029-10-30,5
S062,2029-08-21,2029-08-26,5
S062,2029-11-30,2029-12-02,2
S062,2029-12-24,2029-12-26,2
S063,2029-07-08,2029-07-12,4
S063,2029-08-17,2029-08-20,3
S064,2029-10-16,2029-10-21,5
S064,2029-11-05,2029-11-08,3
S064,2029-12-03,2029-12-08,5
S066,2029-11-18,2029-11-21,3
S066,2029-12-20,2029-12-24,4
S067,2029-12-05,2029-12-09,4
S068,2029-07-03,2029-07-05,2
S068,2029-07-18,2029-07-22,4
S068,2029-07-25,2029-07-27,2
S068,2029-11-11,2029-11-15,4
S068,2029-12-03,2029-12-05,2
S069,2029-08-13,2029-08-16,3
S069,2029-09-23,2029-09-26,3
S070,2029-07-13,2029-07-17,4
S070,2029-11-13,2029-11-17,4
S070,2029-12-12,2029-12-15,3
S071,2029-08-08,2029-08-10,2
S071,2029-09-12,2029-09-14,2
S071,2029-10-18,2029-10-20,2
S071,2029-10-28,2029-10-30,2
S072,2029-11-29,2029-12-04,5
S072,2029-12-23,2029-12-27,4
S073,2029-07-26,2029-07-31,5
S073,2029-09-13,2029-09-18,5
S073,2029-10-26,2029-10-28,2
S073,2029-12-09,2029-12-12,3
S073,2029-12-13,2029-12-17,4
S074,2029-07-03,2029-07-08,5
S074,2029-08-29,2029-09-01,3
S074,2029-09-17,2029-09-21,4
S074,2029-10-03,2029-10-08,5
S074,2029-11-07,2029-11-10,3
S074,2029-11-11,2029-11-14,3
S075,2029-09-06,2029-09-11,5
S075,2029-09-23,2029-09-27,4
S075,2029-10-30,2029-11-03,4
S075,2029-11-21,2029-11-25,4
S076,2029-07-09,2029-07-14,5
S076,2029-09-18,2029-09-20,2
S076,2029-09-23,2029-09-26,3
S076,2029-10-08,2029-10-10,2
S076,2029-10-18,2029-10-20,2
S076,2029-10-22,2029-10-27,5
S076,2029-11-02,2029-11-06,4
S076,2029-11-07,2029-11-12,5
S077,2029-09-14,2029-09-19,5
S077,2029-10-24,2029-10-28,4
S077,2029-11-12,2029-11-14,2
S077,2029-12-05,2029-12-09,4
S078,2029-09-25,2029-09-29,4
S079,2029-07-27,2029-08-01,5
S079,2029-09-07,2029-09-10,3
S080,2029-11-07,2029-11-11,4
S080,2029-11-24,2029-11-29,5
S081,2029-07-06,2029-07-11,5
S081,2029-12-16,2029-12-21,5
S082,2029-07-18,2029-07-23,5
S082,2029-07-24,2029-07-29,5
S082,2029-08-03,2029-08-06,3
S082,2029-10-28,2029-10-30,2
S082,2029-11-09,2029-11-12,3
S082,2029-11-30,2029-12-05,5
S083,2029-07-24,2029-07-28,4
S083,2029-08-23,2029-08-25,2
S083,2029-12-23,2029-12-27,4
S084,2029-07-25,2029-07-27,2
S084,2029-12-21,2029-12-24,3
S085,2029-07-02,2029-07-06,4
S086,2029-09-25,2029-09-30,5
S086,2029-12-03,2029-12-08,5
S086,2029-12-25,2029-12-28,3
S087,2029-08-25,2029-08-30,5
S088,2029-07-21,2029-07-26,5
S088,2029-07-30,2029-08-03,4
S088,2029-12-13,2029-12-16,3
S089,2029-07-21,2029-07-26,5
S089,2029-08-05,2029-08-07,2
S089,2029-12-13,2029-12-15,2
S090,2029-10-19,2029-10-24,5
S090,2029-12-07,2029-12-11,4
S091,2029-07-07,2029-07-11,4
S091,2029-07-13,2029-07-17,4
S091,2029-11-03,2029-11-08,5
S092,2029-07-02,2029-07-05,3
S092,2029-07-17,2029-07-20,3
S092,2029-08-29,2029-09-01,3
S092,2029-09-06,2029-09-08,2
S092,2029-10-27,2029-10-29,2
S093,2029-07-23,2029-07-27,4
S093,2029-08-23,2029-08-26,3
S094,2029-06-30,2029-07-05,5
S094,2029-12-03,2029-12-08,5
S095,2029-12-18,2029-12-21,3
S097,2029-09-10,2029-09-15,5
S097,2029-09-21,2029-09-23,2
S097,2029-10-01,2029-10-05,4
S098,2029-08-02,2029-08-05,3
S098,2029-10-22,2029-10-24,2
S098,2029-10-24,2029-10-29,5
S100,2029-07-18,2029-07-20,2
S100,2029-08-06,2029-08-09,3
S100,2029-10-17,2029-10-22,5
