reliability_score,financial_risk,geopolitical_risk,weather_risk,cyber_risk,component_capacity,lead_time_days,lead_time_std,supplier_id,region,component_count,downstream_product_count,downstream_factory_count,route_count,graph_degree,date,weather_signal,congestion_signal,demand_pressure,utilization,delay_rate_7d,onsets_30d,completed_duration_mean_90d,days_since_onset,disruption_risk,label_window_end,split
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-10,0.4757130754,0.2282645878,0.3286231368,0.6478804116,0.1214285714,0,0,366,0,2027-02-17,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-11,0.3618109547,0.2007943933,0.4613825995,0.7076221698,0.1357142857,0,0,366,0,2027-02-18,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-12,0.4383372561,0.1424213042,0.4731691021,0.7129260959,0.1357142857,0,0,366,0,2027-02-19,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-13,0.2895466124,0.2790076494,0.3975811026,0.6789114961,0.1428571429,0,0,366,0,2027-02-20,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-14,0.3243818344,0.1500517822,0.4756750098,0.7140537544,0.15,0,0,366,0,2027-02-21,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-15,0.3430258877,0.3114273899,0.3670890202,0.6651900591,0.15,0,0,366,0,2027-02-22,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-16,0.4174019785,0.3220163329,0.4361358069,0.6962611131,0.1357142857,0,0,366,0,2027-02-23,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-17,0.4365002002,0.3470039601,0.4906817205,0.7208067742,0.15,0,0,366,0,2027-02-24,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-18,0.3948144027,0.4022711858,0.4395216662,0.6977847498,0.1357142857,0,0,366,0,2027-02-25,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-19,0.4334312714,0.3510761495,0.3753224603,0.6688951071,0.1214285714,0,0,366,0,2027-02-26,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-20,0.3447749703,0.3780898645,0.2601734187,0.6170780384,0.1142857143,0,0,366,0,2027-02-27,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-21,0.2133878326,0.4117093298,0.196214454,0.5882965043,0.1,0,0,366,0,2027-02-28,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-22,0.2529823136,0.4061415219,0.2994251643,0.6347413239,0.1071428571,0,0,366,0,2027-03-01,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-23,0.2569793623,0.3997468234,0.3866064365,0.6739728964,0.1142857143,0,0,366,0,2027-03-02,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-24,0.3412206748,0.4264699058,0.4032543498,0.6814644574,0.1,0,0,366,0,2027-03-03,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-25,0.4092926676,0.3380569091,0.4983637733,0.724263698,0.09285714286,0,0,366,0,2027-03-04,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-26,0.3981044365,0.3158075997,0.5094255473,0.7292414963,0.09285714286,0,0,366,0,2027-03-05,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-27,0.449019396,0.2626332126,0.6619005683,0.7978552557,0.07857142857,0,0,366,0,2027-03-06,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-02-28,0.4424602538,0.2664467147,0.4956213889,0.723029625,0.09285714286,0,0,366,0,2027-03-07,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-01,0.339171028,0.2518089174,0.4690707608,0.7110818424,0.09285714286,0,0,366,0,2027-03-08,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-02,0.4392463335,0.4501013839,0.3958362749,0.6781263237,0.09285714286,0,0,366,0,2027-03-09,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-03,0.519895275,0.4082298162,0.3791244793,0.6706060157,0.1071428571,0,0,366,0,2027-03-10,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-04,0.5091651241,0.3250270325,0.3417471837,0.6537862326,0.15,0,0,366,0,2027-03-11,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-05,0.6637288594,0.3121371188,0.3089770208,0.6390396594,0.1642857143,0,0,366,0,2027-03-12,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-06,0.6421088417,0.316827313,0.3049255841,0.6372165129,0.2071428571,0,0,366,0,2027-03-13,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-07,0.6866605554,0.2295521344,0.2365915044,0.606466177,0.2214285714,0,0,366,0,2027-03-14,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-08,0.6764634468,0.2408642323,0.271416829,0.622137573,0.2285714286,0,0,366,0,2027-03-15,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-09,0.6524917475,0.3731600486,0.2474366589,0.6113464965,0.2142857143,0,0,366,0,2027-03-16,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-10,0.656050417,0.3832662298,0.2205135709,0.5992311069,0.2214285714,0,0,366,0,2027-03-17,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-11,0.6195879109,0.3768607309,0.2283711061,0.6027669977,0.2,0,0,366,0,2027-03-18,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-12,0.6437032595,0.4785634397,0.2272161915,0.6022472862,0.2142857143,0,0,366,0,2027-03-19,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-13,0.7009558727,0.5845088875,0.2735315545,0.6230891995,0.2142857143,0,0,366,0,2027-03-20,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-14,0.6669806696,0.4683924622,0.3761020401,0.669245918,0.1857142857,0,0,366,0,2027-03-21,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-15,0.5589092344,0.5672418257,0.3511530801,0.658018886,0.2071428571,0,0,366,0,2027-03-22,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-16,0.5568757152,0.5234942587,0.3280886307,0.6476398838,0.2714285714,0,0,366,0,2027-03-23,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-17,0.5010401945,0.4663641598,0.2199142416,0.5989614087,0.2785714286,0,0,366,0,2027-03-24,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-18,0.4690812599,0.5124893104,0.2109598777,0.594931945,0.2785714286,0,0,366,0,2027-03-25,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-19,0.4667983297,0.4316596468,0.3065596489,0.637951842,0.2642857143,0,0,366,0,2027-03-26,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-20,0.4640779917,0.5180826054,0.3768617725,0.6695877976,0.2357142857,0,0,366,0,2027-03-27,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-21,0.3897017084,0.4616910529,0.4946322389,0.7225845075,0.2357142857,0,0,366,0,2027-03-28,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-22,0.2986149773,0.3931260091,0.5485033781,0.7468265201,0.2142857143,0,0,366,0,2027-03-29,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-23,0.3157416011,0.3766157265,0.5681236616,0.7556556477,0.1714285714,0,0,366,0,2027-03-30,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-24,0.2529067079,0.3768157188,0.55758072,0.750911324,0.15,0,0,366,0,2027-03-31,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-25,0.2264019393,0.2839928171,0.3583927013,0.6612767156,0.1571428571,0,0,366,0,2027-04-01,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-26,0.09429878401,0.1967775204,0.4136542645,0.686144419,0.1428571429,0,0,366,0,2027-04-02,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-27,0.1707474318,0.1884596367,0.433649008,0.6951420536,0.1357142857,0,0,366,0,2027-04-03,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-28,0.05452579866,0.2777892468,0.4107335479,0.6848300966,0.1285714286,0,0,366,0,2027-04-04,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-29,0.1193530849,0.2238100978,0.4950473957,0.7227713281,0.1285714286,0,0,366,0,2027-04-05,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-30,0.02661628652,0.3238495431,0.4924615578,0.721607701,0.1,0,0,366,0,2027-04-06,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-03-31,0.1012913854,0.2826048492,0.4094102824,0.6842346271,0.09285714286,0,0,366,0,2027-04-07,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-01,0.1302959055,0.2796803532,0.4934589341,0.7220565203,0.07857142857,0,0,366,0,2027-04-08,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-02,0.149430949,0.1868010265,0.532974374,0.7398384683,0.08571428571,0,0,366,0,2027-04-09,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-03,0.1711658051,0.1300771759,0.6546056642,0.7945725489,0.09285714286,0,0,366,0,2027-04-10,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-04,0.290314627,0.1037356063,0.6019807642,0.7708913439,0.1071428571,0,0,366,0,2027-04-11,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-05,0.3056898654,0.09533009838,0.6030833123,0.7713874905,0.09285714286,0,0,366,0,2027-04-12,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-06,0.3856914873,0.1700265411,0.6987739496,0.8144482773,0.1,0,0,366,0,2027-04-13,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-07,0.3548377195,0.2040754069,0.6666662893,0.7999998302,0.1071428571,0,0,366,0,2027-04-14,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-08,0.2568180664,0.1135782981,0.6976460419,0.8139407189,0.09285714286,0,0,366,0,2027-04-15,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-09,0.12822759,0.1364834713,0.6587671527,0.7964452187,0.08571428571,0,0,366,0,2027-04-16,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-10,0.09187838158,0.1784332013,0.6490990004,0.7920945502,0.07142857143,0,0,366,0,2027-04-17,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-11,0.1436977585,0.2987989112,0.6749080794,0.8037086357,0.08571428571,0,0,366,0,2027-04-18,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-12,0.1923629114,0.260862182,0.5465641946,0.7459538876,0.09285714286,0,0,366,0,2027-04-19,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-13,0.1307958982,0.3122210389,0.608641845,0.7738888302,0.09285714286,0,0,366,0,2027-04-20,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-14,0.2775446799,0.2022733167,0.4631678103,0.7084255147,0.09285714286,0,0,366,0,2027-04-21,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-15,0.3258515137,0.1412011066,0.4591050942,0.7065972924,0.1,0,0,366,0,2027-04-22,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-16,0.2952692321,0.1818442849,0.4267707066,0.692046818,0.1,0,0,366,0,2027-04-23,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-17,0.3625705228,0.1968177347,0.4844081273,0.7179836573,0.1071428571,0,0,366,1,2027-04-24,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-18,0.3271454402,0.3036797096,0.4735602163,0.7131020973,0.08571428571,0,0,366,1,2027-04-25,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-19,0.4274989455,0.4008735211,0.5530506497,0.7488727924,0.1214285714,0,0,366,1,2027-04-26,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-20,0.6204077702,0.3422836641,0.5379547458,0.7420796356,0.1357142857,0,0,366,1,2027-04-27,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-21,0.6723392526,0.3616585104,0.504736287,0.7271313291,0.1357142857,0,0,366,1,2027-04-28,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-22,0.6866879927,0.3524364274,0.4611065746,0.7074979585,0.1428571429,0,0,366,1,2027-04-29,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-23,0.6984320991,0.3542541856,0.4708360622,0.711876228,0.15,0,0,366,1,2027-04-30,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-28,0.4817826667,0.4650961084,0.3136092333,0.641124155,0.3714285714,1,4,4,0,2027-05-05,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-29,0.3987432889,0.4560931131,0.2393797709,0.6077208969,0.3571428571,1,4,5,0,2027-05-06,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-04-30,0.3199286918,0.4123140077,0.1649820314,0.5742419141,0.3571428571,1,4,6,0,2027-05-07,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-01,0.3099137511,0.4304984139,0.2056372814,0.5925367766,0.3071428571,1,4,7,0,2027-05-08,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-02,0.4893887398,0.3741059834,0.1735049824,0.5780772421,0.2714285714,1,4,8,0,2027-05-09,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-03,0.5019510927,0.3057795785,0.1665610391,0.5749524676,0.2142857143,1,4,9,0,2027-05-10,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-04,0.4168773555,0.2917998502,0.2767922808,0.6245565264,0.1357142857,1,4,10,0,2027-05-11,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-05,0.332773716,0.3537017589,0.2163756648,0.5973690492,0.1357142857,1,4,11,0,2027-05-12,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-06,0.3623066094,0.2258221983,0.297187982,0.6337345919,0.1428571429,1,4,12,0,2027-05-13,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-07,0.3005495751,0.2949144282,0.4124779322,0.6856150695,0.1357142857,1,4,13,0,2027-05-14,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-08,0.1897209535,0.2538591541,0.4098121547,0.6844154696,0.1357142857,1,4,14,0,2027-05-15,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-09,0.1922318969,0.3223776083,0.3367715484,0.6515471968,0.09285714286,1,4,15,0,2027-05-16,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-10,0.1875717461,0.4468863569,0.4828416758,0.7172787541,0.08571428571,1,4,16,0,2027-05-17,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-11,0.2640042442,0.2959837657,0.412539455,0.6856427547,0.08571428571,1,4,17,0,2027-05-18,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-12,0.365148916,0.2604345699,0.3626576187,0.6631959284,0.08571428571,1,4,18,0,2027-05-19,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-13,0.2931419219,0.3599393559,0.3654464364,0.6644508964,0.07857142857,1,4,19,1,2027-05-20,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-14,0.1879848595,0.3476415944,0.3993397527,0.6797028887,0.1,1,4,20,1,2027-05-21,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-15,0.05156969545,0.4128380417,0.3819395171,0.6718727827,0.1142857143,1,4,21,1,2027-05-22,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-16,0.04690302742,0.4077660756,0.3952783954,0.6778752779,0.1214285714,1,4,22,1,2027-05-23,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-17,0.02367603661,0.3701040144,0.381109767,0.6714993951,0.1214285714,1,4,23,1,2027-05-24,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-18,0.01544187423,0.5721039512,0.2837631443,0.6276934149,0.1357142857,1,4,24,1,2027-05-25,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-19,0.03727135349,0.5371455883,0.3070816099,0.6381867244,0.1428571429,1,4,25,1,2027-05-26,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-23,0.01276674146,0.3055192655,0.2138938098,0.5962522144,0.25,2,3.5,3,0,2027-05-30,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-24,0.04874143636,0.3641333646,0.08914901001,0.5401170545,0.2428571429,1,3.5,4,0,2027-05-31,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-25,0.1079567334,0.3937287239,0.06268546263,0.5282084582,0.2214285714,1,3.5,5,0,2027-06-01,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-26,0.05338347548,0.392155625,0,0.5,0.2071428571,1,3.5,6,0,2027-06-02,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-27,0.07494600929,0.3355395592,0.04971148363,0.5223701676,0.15,1,3.5,7,0,2027-06-03,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-28,0.05883169576,0.3592240533,0,0.5,0.09285714286,1,3.5,8,0,2027-06-04,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-29,0.1470076253,0.2593999218,0.01918699529,0.5086341479,0.07142857143,1,3.5,9,0,2027-06-05,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-30,0.1219027132,0.2700958772,0,0.5,0.07142857143,1,3.5,10,0,2027-06-06,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-05-31,0.2247305755,0.3187634483,0.02045567126,0.5092050521,0.07857142857,1,3.5,11,0,2027-06-07,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-01,0.3378925053,0.3308216429,0.1216136402,0.5547261381,0.08571428571,1,3.5,12,0,2027-06-08,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-02,0.2899335717,0.253960591,0.1664690256,0.5749110615,0.1071428571,1,3.5,13,0,2027-06-09,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-03,0.2741844309,0.243655406,0.1888163479,0.5849673566,0.1,1,3.5,14,0,2027-06-10,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-04,0.2576237075,0.295728811,0.1749046385,0.5787070873,0.1142857143,1,3.5,15,0,2027-06-11,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-05,0.383755016,0.2800609284,0.2179739493,0.5980882772,0.1285714286,1,3.5,16,0,2027-06-12,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-06,0.2870022018,0.2467060394,0.2845498675,0.6280474404,0.1142857143,1,3.5,17,0,2027-06-13,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-07,0.3432586927,0.2419883717,0.3851822573,0.6733320158,0.1285714286,1,3.5,18,0,2027-06-14,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-08,0.3409058896,0.2548664589,0.2810552771,0.6264748747,0.1285714286,1,3.5,19,0,2027-06-15,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-09,0.3522505893,0.3206620941,0.4232861266,0.690478757,0.1357142857,1,3.5,20,0,2027-06-16,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-10,0.3123863353,0.3559027293,0.4102529718,0.6846138373,0.1642857143,1,3.5,21,1,2027-06-17,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-11,0.2388173763,0.3641219835,0.4698174121,0.7114178355,0.1714285714,1,3.5,22,1,2027-06-18,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-12,0.3921341563,0.3297300982,0.4173205458,0.6877942456,0.1428571429,1,3.5,23,1,2027-06-19,train
0.7968,0.5081,0.0046,0.4261,0.1713,50000,18,4.54,S001,South,5,44,20,2,5,2027-06-13,0.3407376964,0.3205813366,0.4229698826,0.6903364472,0.1714285714,1,3.5,24,1,2027-06-20,train
