product_id,component_id,quantity_required,component_role,is_critical,substitute_component_id
P010,C090,1,Chassis,False,C017
P010,C091,1,Connector,True,
P010,C358,1,Memory,False,C020
P010,C293,1,Processor,False,C001
P010,C238,1,Display,False,C013
P010,C185,2,PCB,False,C076
P010,C232,1,Sensor,True,C015
P010,C424,2,Display,True,C033
P010,C038,1,Chassis,True,
P010,C212,1,Display,False,
P010,C216,2,Processor,False,C001
P010,C451,2,Connectivity,True,C009
P010,C247,1,Battery,False,
P010,C390,4,Battery,False,C010
P010,C189,1,PCB,True,C049
P010,C093,1,Display,False,
P010,C318,2,Sensor,True,C003
P010,C113,1,Connector,True,C029
P010,C217,1,Camera,False,
P010,C487,2,Processor,True,
P010,C410,2,Battery,True,C012
P010,C204,2,Battery,True,
P010,C094,1,Connectivity,False,
P010,C234,1,Processor,False,
P010,C206,1,Sensor,False,C015
P010,C087,2,Memory,False,C020
P010,C396,2,Sensor,False,
P010,C425,1,Connector,True,C030
P010,C460,4,Processor,True,C023
P010,C315,4,Processor,False,C023
P010,C328,4,Processor,True,
P010,C229,4,PCB,True,C049
P010,C335,4,Connector,False,C029
P010,C123,1,Sensor,False,C014
P010,C469,1,Memory,False,C020
P010,C275,1,Battery,True,C012
P010,C352,1,Processor,False,C005
P010,C349,4,Chassis,True,C021
P010,C465,1,Display,False,C033
P010,C230,1,Memory,True,C022
P010,C409,1,Connectivity,False,C007
P010,C101,1,Display,False,C045
P010,C257,1,Processor,False,C001
P010,C241,1,Memory,False,
P010,C428,1,Chassis,False,
P010,C375,4,Processor,True,C001
P011,C012,1,Battery,True,C016
P011,C134,1,Battery,True,
P011,C339,1,Memory,True,
P011,C126,1,Connector,True,C004
P011,C469,4,Memory,False,C022
P011,C464,1,Connector,True,
P011,C253,1,Memory,True,C018
P011,C014,1,Sensor,False,C019
P011,C245,1,Connectivity,True,C007
P011,C201,4,Connector,True,
P011,C097,1,Sensor,True,C015
P011,C204,2,Battery,True,
P011,C318,1,Sensor,True,C015
P011,C322,2,Sensor,False,C014
P011,C418,2,PCB,True,C049
P011,C307,2,Battery,False,C012
P011,C252,2,Connectivity,True,C007
P011,C419,1,Sensor,False,C015
P011,C175,4,Camera,True,C008
P011,C395,1,PCB,False,C024
P011,C108,4,Display,False,
P011,C084,1,Display,False,C033
P011,C321,1,PCB,False,C024
P011,C411,1,Memory,False,
P011,C478,1,Connectivity,False,C002
P011,C429,4,PCB,True,
P011,C070,2,Memory,True,C020
P011,C349,2,Chassis,True,
P011,C435,1,Processor,False,
P011,C384,2,Display,False,C013
P011,C144,1,Battery,True,
P011,C380,2,Memory,False,C018
P011,C463,1,Connectivity,True,C002
P011,C379,2,Processor,True,C005
P011,C161,1,Camera,True,C008
P011,C155,2,Camera,False,
P011,C246,1,Connectivity,True,C002
P011,C018,2,Memory,False,
P011,C186,2,Processor,False,
P011,C235,2,Battery,True,C016
P011,C207,1,Processor,True,C001
P011,C317,2,Battery,True,C010
P011,C048,1,Memory,False,
P011,C382,1,Camera,True,C006
P011,C391,4,Processor,True,C001
P011,C271,1,Camera,True,
P011,C364,2,Processor,True,
P011,C104,4,Chassis,False,C021
P011,C475,1,Chassis,False,
P011,C165,2,Camera,True,C008
P012,C357,1,Connectivity,False,
P012,C349,1,Chassis,True,C017
P012,C237,2,PCB,False,
P012,C191,1,Connectivity,True,C009
P012,C403,1,Display,False,
P012,C239,2,PCB,False,C076
P012,C274,1,Battery,True,
P012,C325,1,Connector,True,C029
P012,C484,1,Connectivity,False,C007
P012,C336,1,Chassis,True,C011
P012,C070,4,Memory,True,C022
P012,C223,4,Connectivity,False,C002
P012,C315,1,Processor,False,C001
P012,C097,2,Sensor,True,C015
P012,C016,1,Battery,False,
P012,C232,4,Sensor,True,C014
P012,C164,1,Memory,False,C022
P012,C205,4,Battery,False,C012
P012,C343,2,Display,False,
P012,C353,1,Chassis,True,C011
P012,C474,2,Connectivity,True,
P012,C013,1,Display,True,
P012,C034,2,Connectivity,False,
P012,C053,1,Battery,True,
P012,C067,1,Processor,False,C001
P012,C057,4,Chassis,False,
P012,C047,1,Connector,True,
P012,C284,1,Connector,False,
P012,C214,1,PCB,False,C076
P012,C277,1,Display,True,
P012,C471,2,Memory,True,C022
P012,C454,4,Connectivity,False,C002
P012,C305,2,Chassis,True,C021
P012,C290,2,PCB,False,
P012,C329,1,Memory,False,C020
P012,C457,1,Camera,True,C008
P012,C394,2,Battery,False,C016
P012,C176,2,Connector,False,
P012,C218,1,Connectivity,False,
P012,C463,2,Connectivity,True,
P012,C090,1,Chassis,False,
P012,C402,1,Processor,True,C001
P012,C404,2,Connector,False,C030
P012,C335,1,Connector,False,
P012,C077,1,Sensor,True,
P012,C441,1,Camera,True,
P012,C106,2,Connectivity,True,C007
P012,C203,4,PCB,False,C076
P012,C126,2,Connector,True,C029
P012,C495,2,Connectivity,True,C002
P013,C350,4,Memory,True,C022
P013,C499,4,Memory,True,C020
P013,C492,4,Chassis,True,
P013,C164,4,Memory,False,C020
P013,C109,4,Chassis,False,C021
P013,C132,2,Processor,False,
P013,C149,1,Processor,True,
P013,C179,1,Connectivity,False,C009
P013,C221,1,Processor,False,C023
P013,C459,1,Processor,True,C005
P013,C180,4,Processor,False,
P013,C254,4,Processor,True,C001
P013,C302,4,PCB,False,
P013,C100,4,Connectivity,True,
P013,C219,1,Battery,True,C016
P013,C142,1,Camera,False,C006
P013,C395,4,PCB,False,C024
P013,C328,1,Processor,True,C023
P013,C260,1,Processor,True,C023
P013,C371,1,Camera,False,
P013,C288,1,Chassis,True,
P013,C463,2,Connectivity,True,
P013,C266,1,Memory,False,
P013,C376,4,Display,True,C033
P013,C087,2,Memory,False,C018
P013,C280,2,Connectivity,False,C009
P013,C155,2,Camera,False,
P013,C283,1,Connectivity,True,
P013,C165,2,Camera,True,C008
P013,C453,1,Chassis,True,C017
P013,C062,1,Battery,False,C010
P013,C488,1,Connector,False,
P013,C238,1,Display,False,
P013,C365,1,Memory,True,
P013,C270,4,Sensor,True,C014
P013,C360,1,Connector,True,
P013,C278,1,Display,True,C033
P013,C444,1,Display,True,
P013,C029,1,Connector,True,
P013,C145,1,Camera,True,
P013,C034,4,Connectivity,False,C002
P013,C230,1,Memory,True,C020
P013,C102,1,Connectivity,True,C027
P013,C026,1,Battery,False,C012
P013,C452,2,Sensor,False,
P013,C486,1,Camera,True,
P013,C127,1,Display,True,C033
P013,C072,1,Processor,False,
P013,C462,1,Battery,False,C010
P013,C356,1,Memory,True,
P014,C468,1,Connector,True,C004
P014,C050,1,Processor,False,
P014,C260,4,Processor,True,C005
P014,C335,4,Connector,False,C029
P014,C319,2,Connectivity,True,C002
P014,C372,2,Connectivity,True,C002
P014,C496,1,Display,True,C033
P014,C174,2,Camera,True,
P014,C340,1,Sensor,True,C003
P014,C094,4,Connectivity,False,C007
P014,C133,2,Chassis,False,C021
P014,C043,2,Battery,False,C010
P014,C219,4,Battery,True,C012
P014,C229,2,PCB,True,
P014,C331,2,Chassis,False,C017
P014,C239,2,PCB,False,C076
P014,C300,2,Display,False,C045
P014,C041,1,Connectivity,False,
P014,C077,1,Sensor,True,C003
P014,C390,1,Battery,False,C012
P014,C478,1,Connectivity,False,C009
P014,C422,4,Connector,True,C030
P014,C140,1,Camera,True,C008
P014,C159,1,PCB,False,C076
P014,C232,2,Sensor,True,
P014,C333,2,Processor,True,C001
P014,C082,1,Battery,True,C010
P014,C240,1,Display,False,C033
P014,C410,4,Battery,True,
P014,C394,1,Battery,False,C012
P014,C356,4,Memory,True,
P014,C084,1,Display,False,C033
P014,C248,2,Connector,True,
P014,C290,2,PCB,False,C049
P014,C467,1,Processor,False,C023
P014,C234,1,Processor,False,C005
P014,C013,2,Display,True,
P014,C147,2,Display,False,
P014,C048,1,Memory,False,C022
P014,C458,2,Sensor,False,C003
P014,C086,4,Memory,False,
P014,C100,1,Connectivity,True,C009
P014,C153,1,Chassis,True,C017
P014,C334,1,Camera,False,
P014,C264,1,Memory,True,C022
P014,C266,4,Memory,False,
P014,C289,4,Display,False,C033
P014,C376,4,Display,True,C045
P014,C493,2,Processor,True,C001
P014,C101,4,Display,False,
P015,C157,1,PCB,False,
P015,C431,2,Sensor,True,C003
P015,C185,1,PCB,False,C049
P015,C265,1,Connector,True,
P015,C408,1,Connector,False,
P015,C196,1,Sensor,False,
P015,C470,2,Sensor,False,C003
P015,C469,2,Memory,False,C018
P015,C399,1,Battery,True,
P015,C476,4,Battery,True,C010
P015,C285,2,Memory,True,C018
P015,C459,1,Processor,True,C023
P015,C121,4,Sensor,False,C003
P015,C053,2,Battery,True,C010
P015,C386,4,Connector,True,C029
P015,C127,4,Display,True,C033
P015,C306,2,Battery,False,C016
P015,C064,2,Chassis,False,
P015,C296,1,Connector,True,C029
P015,C150,2,Display,False,
P015,C113,4,Connector,True,C029
P015,C164,1,Memory,False,C022
P015,C239,2,PCB,False,C049
P015,C037,2,Camera,False,C044
P015,C195,1,Chassis,True,
P015,C427,1,Connectivity,True,
P015,C054,1,Sensor,False,C003
P015,C290,1,PCB,False,C076
P015,C397,2,Memory,False,
P015,C140,2,Camera,True,C037
P015,C288,2,Chassis,True,C017
P015,C424,2,Display,True,C045
P015,C020,1,Memory,True,C028
P015,C276,4,Connectivity,True,C007
P015,C006,1,Camera,False,
P015,C096,1,Chassis,False,C017
P015,C441,1,Camera,True,
P015,C247,2,Battery,False,C010
P015,C319,2,Connectivity,True,C002
P015,C351,1,Camera,False,C008
P015,C322,1,Sensor,False,C015
P015,C443,2,Connectivity,True,
P015,C126,4,Connector,True,
P015,C133,1,Chassis,False,C017
P015,C280,1,Connectivity,False,C002
P015,C393,2,Connector,False,C004
P015,C206,2,Sensor,False,
P015,C015,2,Sensor,True,
P015,C488,1,Connector,False,C030
P015,C171,1,PCB,False,C049
P016,C499,1,Memory,True,C018
P016,C046,4,Connector,True,
P016,C378,2,Processor,False,C005
P016,C425,4,Connector,True,C004
P016,C445,2,Memory,False,C020
P016,C465,1,Display,False,
P016,C295,2,Display,True,
P016,C010,1,Battery,True,
P016,C067,4,Processor,False,C005
P016,C493,2,Processor,True,C001
P016,C323,1,Camera,True,
P016,C381,2,Sensor,False,
P016,C203,2,PCB,False,C076
P016,C248,4,Connector,True,C030
P016,C234,1,Processor,False,C005
P016,C403,2,Display,False,C045
P016,C321,1,PCB,False,
P016,C419,1,Sensor,False,C003
P016,C313,2,Camera,True,
P016,C157,1,PCB,False,
P016,C386,4,Connector,True,
P016,C407,1,Sensor,True,C015
P016,C176,2,Connector,False,
P016,C206,2,Sensor,False,C015
P016,C286,2,Connector,True,C030
P016,C473,2,Display,False,C033
P016,C439,1,Memory,True,C022
P016,C192,1,PCB,False,C024
P016,C079,4,Connectivity,False,
P016,C054,1,Sensor,False,C014
P016,C341,1,Chassis,False,C017
P016,C326,2,Processor,False,C001
P016,C372,2,Connectivity,True,
P016,C334,1,Camera,False,C037
P016,C060,1,Chassis,True,C021
P016,C301,1,PCB,True,C049
P016,C022,4,Memory,True,C028
P016,C026,2,Battery,False,C012
P016,C205,1,Battery,False,C010
P016,C072,1,Processor,False,
P016,C404,2,Connector,False,
P016,C452,1,Sensor,False,
P016,C267,1,Memory,True,C018
P016,C344,2,Camera,True,C006
P016,C379,4,Processor,True,C001
P016,C018,2,Memory,False,C022
P016,C421,2,Processor,False,
P016,C422,1,Connector,True,C029
P016,C474,1,Connectivity,True,C009
P016,C111,2,PCB,True,C076
P017,C453,4,Chassis,True,
P017,C032,2,Sensor,True,
P017,C455,2,Chassis,True,C011
P017,C258,1,Processor,False,C005
P017,C180,1,Processor,False,
P017,C236,1,Sensor,True,C015
P017,C081,2,Display,False,C013
P017,C199,2,Connector,False,C030
P017,C155,2,Camera,False,C008
P017,C215,1,PCB,False,
P017,C112,2,Connectivity,False,C002
P017,C346,2,Memory,False,
P017,C363,2,PCB,True,C049
P017,C334,2,Camera,False,
P017,C016,2,Battery,False,C026
P017,C354,4,Connector,True,C004
P017,C192,1,PCB,False,
P017,C461,1,Battery,True,C016
P017,C294,1,PCB,True,C076
P017,C323,2,Camera,True,C008
P017,C111,1,PCB,True,
P017,C367,1,Connector,False,
P017,C034,4,Connectivity,False,C002
P017,C031,2,Battery,True,C012
P017,C408,2,Connector,False,
P017,C004,2,Connector,False,
P017,C444,2,Display,True,
P017,C186,2,Processor,False,C005
P017,C359,4,Processor,True,
P017,C342,2,Display,False,
P017,C265,2,Connector,True,
P017,C474,1,Connectivity,True,
P017,C036,1,Connectivity,True,C009
P017,C071,1,Camera,True,C037
P017,C422,2,Connector,True,
P017,C197,2,Processor,False,C001
P017,C401,1,Chassis,True,C011
P017,C411,1,Memory,False,C018
P017,C139,1,Connectivity,True,
P017,C095,4,Processor,True,C001
P017,C087,2,Memory,False,
