supplier_id,date,weather_signal,congestion_signal,demand_pressure,observed_delay_fraction,onset_today,active_disruption
S001,2027-02-18,0.3948144027,0.4022711858,0.4395216662,0.1,0,0
S001,2027-02-19,0.4334312714,0.3510761495,0.3753224603,0.1,0,0
S001,2027-02-20,0.3447749703,0.3780898645,0.2601734187,0.1,0,0
S001,2027-02-21,0.2133878326,0.4117093298,0.196214454,0.05,0,0
S001,2027-02-22,0.2529823136,0.4061415219,0.2994251643,0.1,0,0
S001,2027-02-23,0.2569793623,0.3997468234,0.3866064365,0.2,0,0
S001,2027-02-24,0.3412206748,0.4264699058,0.4032543498,0.05,0,0
S001,2027-02-25,0.4092926676,0.3380569091,0.4983637733,0.05,0,0
S001,2027-02-26,0.3981044365,0.3158075997,0.5094255473,0.1,0,0
S001,2027-02-27,0.449019396,0.2626332126,0.6619005683,0,0,0
S001,2027-02-28,0.4424602538,0.2664467147,0.4956213889,0.15,0,0
S001,2027-03-01,0.339171028,0.2518089174,0.4690707608,0.1,0,0
S001,2027-03-02,0.4392463335,0.4501013839,0.3958362749,0.2,0,0
S001,2027-03-03,0.519895275,0.4082298162,0.3791244793,0.15,0,0
S001,2027-03-04,0.5091651241,0.3250270325,0.3417471837,0.35,0,0
S001,2027-03-05,0.6637288594,0.3121371188,0.3089770208,0.2,0,0
S001,2027-03-06,0.6421088417,0.316827313,0.3049255841,0.3,0,0
S001,2027-03-07,0.6866605554,0.2295521344,0.2365915044,0.25,0,0
S001,2027-03-08,0.6764634468,0.2408642323,0.271416829,0.15,0,0
S001,2027-03-09,0.6524917475,0.3731600486,0.2474366589,0.1,0,0
S001,2027-03-10,0.656050417,0.3832662298,0.2205135709,0.2,0,0
S001,2027-03-11,0.6195879109,0.3768607309,0.2283711061,0.2,0,0
S001,2027-03-12,0.6437032595,0.4785634397,0.2272161915,0.3,0,0
S001,2027-03-13,0.7009558727,0.5845088875,0.2735315545,0.3,0,0
S001,2027-03-14,0.6669806696,0.4683924622,0.3761020401,0.05,0,0
S001,2027-03-15,0.5589092344,0.5672418257,0.3511530801,0.3,0,0
S001,2027-03-16,0.5568757152,0.5234942587,0.3280886307,0.55,0,0
S001,2027-03-17,0.5010401945,0.4663641598,0.2199142416,0.25,0,0
S001,2027-03-18,0.4690812599,0.5124893104,0.2109598777,0.2,0,0
S001,2027-03-19,0.4667983297,0.4316596468,0.3065596489,0.2,0,0
S001,2027-03-20,0.4640779917,0.5180826054,0.3768617725,0.1,0,0
S001,2027-03-21,0.3897017084,0.4616910529,0.4946322389,0.05,0,0
S001,2027-03-22,0.2986149773,0.3931260091,0.5485033781,0.15,0,0
S001,2027-03-23,0.3157416011,0.3766157265,0.5681236616,0.25,0,0
S001,2027-03-24,0.2529067079,0.3768157188,0.55758072,0.1,0,0
S001,2027-03-25,0.2264019393,0.2839928171,0.3583927013,0.25,0,0
S001,2027-03-26,0.09429878401,0.1967775204,0.4136542645,0.1,0,0
S001,2027-03-27,0.1707474318,0.1884596367,0.433649008,0.05,0,0
S001,2027-03-28,0.05452579866,0.2777892468,0.4107335479,0,0,0
S001,2027-03-29,0.1193530849,0.2238100978,0.4950473957,0.15,0,0
S001,2027-03-30,0.02661628652,0.3238495431,0.4924615578,0.05,0,0
S001,2027-03-31,0.1012913854,0.2826048492,0.4094102824,0.05,0,0
S001,2027-04-01,0.1302959055,0.2796803532,0.4934589341,0.15,0,0
S001,2027-04-02,0.149430949,0.1868010265,0.532974374,0.15,0,0
S001,2027-04-03,0.1711658051,0.1300771759,0.6546056642,0.1,0,0
S001,2027-04-04,0.290314627,0.1037356063,0.6019807642,0.1,0,0
S001,2027-04-05,0.3056898654,0.09533009838,0.6030833123,0.05,0,0
S001,2027-04-06,0.3856914873,0.1700265411,0.6987739496,0.1,0,0
S001,2027-04-07,0.3548377195,0.2040754069,0.6666662893,0.1,0,0
S001,2027-04-08,0.2568180664,0.1135782981,0.6976460419,0.05,0,0
S001,2027-04-09,0.12822759,0.1364834713,0.6587671527,0.1,0,0
S001,2027-04-10,0.09187838158,0.1784332013,0.6490990004,0,0,0
S001,2027-04-11,0.1436977585,0.2987989112,0.6749080794,0.2,0,0
S001,2027-04-12,0.1923629114,0.260862182,0.5465641946,0.1,0,0
S001,2027-04-13,0.1307958982,0.3122210389,0.608641845,0.1,0,0
S001,2027-04-14,0.2775446799,0.2022733167,0.4631678103,0.1,0,0
S001,2027-04-15,0.3258515137,0.1412011066,0.4591050942,0.1,0,0
S001,2027-04-16,0.2952692321,0.1818442849,0.4267707066,0.1,0,0
S001,2027-04-17,0.3625705228,0.1968177347,0.4844081273,0.05,0,0
S001,2027-04-18,0.3271454402,0.3036797096,0.4735602163,0.05,0,0
S001,2027-04-19,0.4274989455,0.4008735211,0.5530506497,0.35,0,0
S001,2027-04-20,0.6204077702,0.3422836641,0.5379547458,0.2,0,0
S001,2027-04-21,0.6723392526,0.3616585104,0.504736287,0.1,0,0
S001,2027-04-22,0.6866879927,0.3524364274,0.4611065746,0.15,0,0
S001,2027-04-23,0.6984320991,0.3542541856,0.4708360622,0.15,0,0
S001,2027-04-24,0.6035649387,0.3436985287,0.4940902773,0.45,1,1
S001,2027-04-25,0.5788226251,0.4807239183,0.4628805154,0.55,0,1
S001,2027-04-26,0.5390908678,0.4068820257,0.3819267038,0.5,0,1
S001,2027-04-27,0.5934840656,0.4955067462,0.3738508121,0.7,0,1
S001,2027-04-28,0.4817826667,0.4650961084,0.3136092333,0.1,0,0
S001,2027-04-29,0.3987432889,0.4560931131,0.2393797709,0.05,0,0
S001,2027-04-30,0.3199286918,0.4123140077,0.1649820314,0.15,0,0
S001,2027-05-01,0.3099137511,0.4304984139,0.2056372814,0.1,0,0
S001,2027-05-02,0.4893887398,0.3741059834,0.1735049824,0.3,0,0
S001,2027-05-03,0.5019510927,0.3057795785,0.1665610391,0.1,0,0
S001,2027-05-04,0.4168773555,0.2917998502,0.2767922808,0.15,0,0
S001,2027-05-05,0.332773716,0.3537017589,0.2163756648,0.1,0,0
S001,2027-05-06,0.3623066094,0.2258221983,0.297187982,0.1,0,0
S001,2027-05-07,0.3005495751,0.2949144282,0.4124779322,0.1,0,0
S001,2027-05-08,0.1897209535,0.2538591541,0.4098121547,0.1,0,0
S001,2027-05-09,0.1922318969,0.3223776083,0.3367715484,0,0,0
S001,2027-05-10,0.1875717461,0.4468863569,0.4828416758,0.05,0,0
S001,2027-05-11,0.2640042442,0.2959837657,0.412539455,0.15,0,0
S001,2027-05-12,0.365148916,0.2604345699,0.3626576187,0.1,0,0
S001,2027-05-13,0.2931419219,0.3599393559,0.3654464364,0.05,0,0
S001,2027-05-14,0.1879848595,0.3476415944,0.3993397527,0.25,0,0
S001,2027-05-15,0.05156969545,0.4128380417,0.3819395171,0.2,0,0
S001,2027-05-16,0.04690302742,0.4077660756,0.3952783954,0.05,0,0
S001,2027-05-17,0.02367603661,0.3701040144,0.381109767,0.05,0,0
S001,2027-05-18,0.01544187423,0.5721039512,0.2837631443,0.25,0,0
S001,2027-05-19,0.03727135349,0.5371455883,0.3070816099,0.15,0,0
S001,2027-05-20,0.02728491499,0.333798839,0.2644055415,0.45,1,1
S001,2027-05-21,0.0939847475,0.3782409683,0.2164062584,0.4,0,1
S001,2027-05-22,0,0.3556978708,0.1887935975,0.3,0,1
S001,2027-05-23,0.01276674146,0.3055192655,0.2138938098,0.15,0,0
S001,2027-05-24,0.04874143636,0.3641333646,0.08914901001,0,0,0
S001,2027-05-25,0.1079567334,0.3937287239,0.06268546263,0.1,0,0
S001,2027-05-26,0.05338347548,0.392155625,0,0.05,0,0
S001,2027-05-27,0.07494600929,0.3355395592,0.04971148363,0.05,0,0
S001,2027-05-28,0.05883169576,0.3592240533,0,0,0,0
S001,2027-05-29,0.1470076253,0.2593999218,0.01918699529,0.15,0,0
S001,2027-05-30,0.1219027132,0.2700958772,0,0.15,0,0
S001,2027-05-31,0.2247305755,0.3187634483,0.02045567126,0.05,0,0
S001,2027-06-01,0.3378925053,0.3308216429,0.1216136402,0.15,0,0
S001,2027-06-02,0.2899335717,0.253960591,0.1664690256,0.2,0,0
S001,2027-06-03,0.2741844309,0.243655406,0.1888163479,0,0,0
S001,2027-06-04,0.2576237075,0.295728811,0.1749046385,0.1,0,0
S001,2027-06-05,0.383755016,0.2800609284,0.2179739493,0.25,0,0
S001,2027-06-06,0.2870022018,0.2467060394,0.2845498675,0.05,0,0
S001,2027-06-07,0.3432586927,0.2419883717,0.3851822573,0.15,0,0
S001,2027-06-08,0.3409058896,0.2548664589,0.2810552771,0.15,0,0
S001,2027-06-09,0.3522505893,0.3206620941,0.4232861266,0.25,0,0
S001,2027-06-10,0.3123863353,0.3559027293,0.4102529718,0.2,0,0
S001,2027-06-11,0.2388173763,0.3641219835,0.4698174121,0.15,0,0
S001,2027-06-12,0.3921341563,0.3297300982,0.4173205458,0.05,0,0
S001,2027-06-13,0.3407376964,0.3205813366,0.4229698826,0.25,0,0
S001,2027-06-14,0.3410611202,0.3782095143,0.3480830367,0.05,0,0
S001,2027-06-15,0.3051279015,0.3684855196,0.3808606993,0.1,0,0
S001,2027-06-16,0.2322753343,0.3972773716,0.4017229109,0.15,0,0
S001,2027-06-17,0.07411674363,0.3376301301,0.4345640743,0.35,1,1
S001,2027-06-18,0.1816605519,0.3095824205,0.4736597759,0.45,0,1
S001,2027-06-19,0.1604435949,0.2126233944,0.4294762943,0.1,0,0
S001,2027-06-20,0.27732144,0.4249370376,0.4645132601,0.1,0,0
S001,2027-06-21,0.1996542962,0.339580647,0.525965404,0.15,0,0
S001,2027-06-22,0.266768512,0.2680412658,0.574779785,0.1,0,0
S001,2027-06-23,0.3732958668,0.3003076754,0.4867809617,0,0,0
S001,2027-06-24,0.3817451855,0.3921111592,0.4279578386,0.55,1,1
S001,2027-06-25,0.4489438493,0.2708028591,0.5496495312,0.55,0,1
S001,2027-06-26,0.4365560544,0.2590735381,0.6174761935,0.55,0,1
S001,2027-06-27,0.5365038347,0.3427161837,0.5481119835,0.4,0,1
S001,2027-06-28,0.4747807934,0.4776316225,0.527737533,0.1,0,0
S001,2027-06-29,0.4971366205,0.5161956862,0.4663487157,0.05,0,0
S001,2027-06-30,0.5486430158,0.3234274135,0.412356668,0.25,0,0
S001,2027-07-01,0.5042240399,0.2110924474,0.2943689664,0.25,0,0
S001,2027-07-02,0.6105380703,0.2709339153,0.1957959765,0.2,0,0
S001,2027-07-03,0.6971163964,0.07254047202,0.1337401572,0.05,0,0
S001,2027-07-04,0.6601634068,0.1147085537,0.1863183138,0.1,0,0
S001,2027-07-05,0.5057801305,0.09435978721,0.1282334772,0.1,0,0
S001,2027-07-06,0.6436861922,0.1369733982,0.2245801372,0.2,0,0
S001,2027-07-07,0.6673470895,0.07108744942,0.2129194377,0.05,0,0
S001,2027-07-08,0.5321578295,0.1088298924,0.1682184961,0.2,0,0
S001,2027-07-09,0.5998661739,0.09697543709,0.2832377448,0.05,0,0
S001,2027-07-10,0.6794687458,0.1789531331,0.3344085673,0.2,0,0
S001,2027-07-11,0.8982654858,0.1295412133,0.3715450353,0.25,0,0
S001,2027-07-12,0.8287896342,0.04814454908,0.4716784641,0.3,0,0
S001,2027-07-13,0.829365448,0.07737970471,0.4128622574,0.4,0,0
S001,2027-07-14,0.8202779194,0.105341524,0.4177071899,0.1,0,0
S001,2027-07-15,0.8981601421,0.105096889,0.2729053697,0.3,0,0
S001,2027-07-16,0.9178817882,0.1170749527,0.3511723768,0.25,0,0
S001,2027-07-17,0.8284022319,0.1724917949,0.4016961845,0.35,0,0
S001,2027-07-18,0.7191491213,0.09561488426,0.2299597373,0.55,1,1
S001,2027-07-19,0.7471528978,0.2139772739,0.2549450115,0.6,0,1
S001,2027-07-20,0.738764962,0.09666733651,0.2948059739,0.45,0,1
S001,2027-07-21,0.7289666402,0.1572227083,0.379307161,0.75,0,1
S001,2027-07-22,0.5929728531,0.2575595704,0.3153714405,0.2,0,0
S001,2027-07-23,0.6007012487,0.2957454876,0.3857103447,0.05,0,0
S001,2027-07-24,0.5352237631,0.3401090986,0.4339047522,0,0,0
S001,2027-07-25,0.5573640635,0.4233737809,0.4321619205,0.1,0,0
S001,2027-07-26,0.5218246066,0.4041189662,0.4141660797,0.15,0,0
S001,2027-07-27,0.552701018,0.2433993502,0.4262107008,0.05,0,0
S001,2027-07-28,0.4236927954,0.2226591653,0.3480880369,0.15,0,0
S001,2027-07-29,0.379920222,0.3159236696,0.3662271481,0.1,0,0
S001,2027-07-30,0.4000487183,0.3949935919,0.4422123954,0.2,0,0
S001,2027-07-31,0.5026571676,0.295765962,0.2947652269,0.1,0,0
S001,2027-08-01,0.5783325227,0.3472435226,0.4745793936,0.15,0,0
S001,2027-08-02,0.5568159114,0.4520277217,0.5316818037,0.3,0,0
S001,2027-08-03,0.5299843211,0.4404824297,0.513207141,0.25,0,0
S001,2027-08-04,0.5817947837,0.4383684478,0.4458294386,0.2,0,0
S001,2027-08-05,0.633850233,0.4902994454,0.517750389,0.05,0,0
S001,2027-08-06,0.6995825149,0.5272775062,0.5747884266,0.3,0,0
S001,2027-08-07,0.6575093968,0.5025511743,0.6165204803,0,0,0
S001,2027-08-08,0.7196327006,0.5843436376,0.5816593475,0.65,1,1
S001,2027-08-09,0.7110173976,0.5126146416,0.6165687022,0.6,0,1
S001,2027-08-10,0.6336167734,0.5208748825,0.5811089158,0.3,0,0
S001,2027-08-11,0.6614027628,0.57819726,0.6391882103,0.2,0,0
S001,2027-08-12,0.7266724123,0.5042635677,0.8248339274,0.25,0,0
S001,2027-08-13,0.7732864629,0.3956069451,0.7451756377,0.3,0,0
S001,2027-08-14,0.7019877446,0.4086885721,0.6833046722,0.2,0,0
S001,2027-08-15,0.7371373312,0.3083383652,0.7078453201,0.05,0,0
S001,2027-08-16,0.7500711397,0.3695734459,0.6141862089,0.2,0,0
S001,2027-08-17,0.6362136849,0.2937402314,0.6491974518,0.2,0,0
S001,2027-08-18,0.5459108935,0.2889751307,0.7450446829,0,0,0
S001,2027-08-19,0.4321342891,0.2547749333,0.691846993,0.1,0,0
S001,2027-08-20,0.5666214731,0.3403737588,0.6308812282,0.05,0,0
S001,2027-08-21,0.5120864352,0.3610787465,0.5734708662,0.15,0,0
S001,2027-08-22,0.5665487802,0.3368018495,0.4624325967,0.15,0,0
S001,2027-08-23,0.5954217673,0.2650564874,0.4157303317,0.15,0,0
S001,2027-08-24,0.6539012387,0.3158275727,0.4572113757,0.1,0,0
S001,2027-08-25,0.6717911455,0.2857011843,0.4308602728,0.2,0,0
S001,2027-08-26,0.5976388698,0.275474277,0.4563306653,0.3,0,0
S001,2027-08-27,0.509093755,0.3305866107,0.3951739022,0.2,0,0
S001,2027-08-28,0.4577192679,0.3076206001,0.3926536807,0.15,0,0
S001,2027-08-29,0.3861936933,0.237984439,0.3866705399,0.2,0,0
S001,2027-08-30,0.3874743609,0.3492513856,0.3658872403,0.3,0,0
S001,2027-08-31,0.3503773996,0.4047655405,0.4537027434,0.15,0,0
S001,2027-09-01,0.3035708531,0.2714804142,0.2546837043,0.05,0,0
S001,2027-09-02,0.2958824396,0.227343953,0.2884992396,0,0,0
S001,2027-09-03,0.23497203,0.2818218571,0.2329047244,0.05,0,0
S001,2027-09-04,0.4017700104,0.2671898967,0.2865574222,0.25,0,0
S001,2027-09-05,0.234440381,0.2897670021,0.3143420713,0.05,0,0
S001,2027-09-06,0.2772952845,0.2542750546,0.4219142086,0.1,0,0
S001,2027-09-07,0.1773926617,0.1819877923,0.394150284,0,0,0
S001,2027-09-08,0.1894713625,0.2789419291,0.3213462151,0.2,0,0
S001,2027-09-09,0.1833102077,0.194042354,0.2950797132,0.2,0,0
S001,2027-09-10,0.2125526661,0.1186729408,0.2541336818,0.25,0,0
S001,2027-09-11,0.04273563358,0.08524975972,0.2005466721,0,0,0
S001,2027-09-12,0.1795317954,0.02227477788,0.006353449643,0.15,0,0
S001,2027-09-13,0.250653919,0.1677646413,0,0.15,0,0
S001,2027-09-14,0.1425261185,0.08517000383,0,0.15,0,0
S001,2027-09-15,0.2012189401,0.08795456489,0.1602017659,0.05,0,0
S001,2027-09-16,0.2467015771,0,0.1100162434,0.2,0,0
S001,2027-09-17,0.2223954852,0.08263948082,0.1043007727,0.1,0,0
S001,2027-09-18,0.2446631147,0.003773653951,0.07465501581,0.2,0,0
S001,2027-09-19,0.2102180029,0.08327562717,0.144703649,0.05,0,0
S001,2027-09-20,0.23417149,0.1362245918,0.1813630407,0.1,0,0
S001,2027-09-21,0.2367918696,0.2032540065,0.1535446873,0.15,0,0
S001,2027-09-22,0.2431362175,0.1152800863,0.08235373526,0.05,0,0
S001,2027-09-23,0.2097681521,0.1433675047,0.0663557255,0.05,0,0
S001,2027-09-24,0.3999473506,0.08498603772,0.1593940992,0.05,0,0
S001,2027-09-25,0.3544438448,0.06974863666,0.1875472314,0.1,0,0
S001,2027-09-26,0.4170282294,0.1843028043,0.2001383404,0.2,0,0
S001,2027-09-27,0.3986282754,0.2517178766,0.3126438446,0.05,0,0
S001,2027-09-28,0.5048641907,0.2297492644,0.3825469979,0.2,0,0
S001,2027-09-29,0.4559590701,0.2125578547,0.4005375447,0.05,0,0
S001,2027-09-30,0.5427969254,0.2639731388,0.3881211019,0.2,0,0
S001,2027-10-01,0.5899449876,0.2709046444,0.3710720875,0.25,0,0
S001,2027-10-02,0.6098172093,0.3932178436,0.4346369081,0.3,0,0
S001,2027-10-03,0.6948546224,0.4911157324,0.3072291261,0.1,0,0
S001,2027-10-04,0.7873327082,0.4269469744,0.4138206118,0.35,0,0
S001,2027-10-05,0.8525847146,0.527908124,0.4303140175,0.25,0,0
S001,2027-10-06,0.8466406017,0.4429448902,0.4378586153,0.2,0,0
S001,2027-10-07,0.6858684042,0.4480939271,0.4293580323,0.5,1,1
S001,2027-10-08,0.6763389846,0.4645816384,0.3639890628,0.55,0,1
S001,2027-10-09,0.526134514,0.439094978,0.3130649504,0.55,1,1
S001,2027-10-10,0.6183915185,0.3663048481,0.3829993546,0.6,0,1
S001,2027-10-11,0.5735254601,0.2615324033,0.3699906228,0.2,0,0
S001,2027-10-12,0.5476756131,0.3194063646,0.2910486732,0.1,0,0
S001,2027-10-13,0.499393076,0.4121623584,0.2937636923,0.35,0,0
S001,2027-10-14,0.516493007,0.3349444753,0.2147530587,0.1,0,0
S001,2027-10-15,0.4748917041,0.3191577333,0.2819303277,0.1,0,0
S001,2027-10-16,0.4384098866,0.3840739529,0.3334108357,0.25,0,0
S001,2027-10-17,0.5652922928,0.3321523715,0.417947166,0.15,0,0
S001,2027-10-18,0.6406843332,0.3040984157,0.4334802528,0.1,0,0
S001,2027-10-19,0.6904629954,0.2657014932,0.5184907268,0.1,0,0
S001,2027-10-20,0.5234761931,0.3559744233,0.5177974322,0.2,0,0
S001,2027-10-21,0.5629866494,0.3617099359,0.5904940643,0.1,0,0
S001,2027-10-22,0.57842771,0.3930353455,0.581073986,0.2,0,0
S001,2027-10-23,0.6222334969,0.4681036244,0.4605145603,0.35,0,0
S001,2027-10-24,0.669348109,0.4861044209,0.4451033987,0.3,0,0
S001,2027-10-25,0.6393194474,0.5327457757,0.4182622168,0.2,0,0
S001,2027-10-26,0.555862769,0.5871691979,0.4427397007,0.15,0,0
S001,2027-10-27,0.4794531723,0.5601137704,0.4844413609,0.25,0,0
S001,2027-10-28,0.3109280988,0.4914993366,0.4655512081,0.05,0,0
S001,2027-10-29,0.4131720199,0.5135440682,0.4751993897,0.25,0,0
S001,2027-10-30,0.4338006602,0.4809153745,0.5915235877,0.15,0,0
S001,2027-10-31,0.3500732943,0.5720014119,0.5739479631,0.25,0,0
S001,2027-11-01,0.4041914227,0.6048939927,0.6369803547,0.2,0,0
S001,2027-11-02,0.4670494069,0.4966676257,0.6620223557,0.2,0,0
S001,2027-11-03,0.4791794759,0.4570173037,0.5031225512,0.2,0,0
S001,2027-11-04,0.4588229549,0.4891137652,0.512457817,0.2,0,0
S001,2027-11-05,0.3911780097,0.5222267817,0.488457527,0.15,0,0
S001,2027-11-06,0.1493109648,0.4818735321,0.3722931414,0.2,0,0
S001,2027-11-07,0.2344331403,0.4011331955,0.4259742809,0.1,0,0
S001,2027-11-08,0.2625557975,0.332713718,0.4752261459,0.1,0,0
S001,2027-11-09,0.3914680421,0.3518562909,0.3414379381,0.25,0,0
S001,2027-11-10,0.4630546361,0.2787033783,0.368856288,0.1,0,0
S001,2027-11-11,0.3597729824,0.3740501372,0.2869317442,0.1,0,0
S001,2027-11-12,0.3938868601,0.3959591089,0.2916786546,0.05,0,0
S001,2027-11-13,0.3808038738,0.3148283575,0.1842352215,0.2,0,0
S001,2027-11-14,0.350542765,0.3613969547,0.2820815252,0.05,0,0
S001,2027-11-15,0.3149121908,0.378916467,0.3396329579,0.05,0,0
S001,2027-11-16,0.3584412968,0.4123077656,0.4325879897,0.05,0,0
S001,2027-11-17,0.2912098123,0.4139654963,0.4186034102,0.2,0,0
S001,2027-11-18,0.1906021425,0.3584536181,0.3247173756,0.15,0,0
S001,2027-11-19,0.1563515015,0.4841204791,0.3856009208,0.05,0,0
S001,2027-11-20,0.1381194328,0.4288612363,0.5059344348,0.1,0,0
S001,2027-11-21,0.2656914938,0.3961425985,0.5629615468,0.15,0,0
S001,2027-11-22,0.2480546283,0.3690662339,0.6039277693,0.05,0,0
S001,2027-11-23,0.2975630801,0.3079678177,0.5164432086,0.1,0,0
S001,2027-11-24,0.2684969771,0.3116398057,0.4529484484,0.3,0,0
S001,2027-11-25,0.252388175,0.4207466151,0.3831191925,0.05,0,0
S001,2027-11-26,0.2271885477,0.4669134447,0.365993569,0.1,0,0
S001,2027-11-27,0.2054265536,0.4848747536,0.3731191908,0.1,0,0
S001,2027-11-28,0.2399368032,0.495929337,0.3531026672,0,0,0
S001,2027-11-29,0.2192326144,0.3738492891,0.3787074036,0.15,0,0
S001,2027-11-30,0.2755177713,0.3307554722,0.3414422442,0.1,0,0
S001,2027-12-01,0.232321996,0.2286653703,0.364352283,0,0,0
S001,2027-12-02,0.2248097774,0.2579487517,0.5491130688,0.05,0,0
S001,2027-12-03,0.2040755413,0.2698316045,0.6164204153,0.05,0,0
S001,2027-12-04,0.02417026065,0.2277842767,0.6010631793,0.05,0,0
S001,2027-12-05,0.03844706362,0.3222011773,0.6679592297,0.1,0,0
S001,2027-12-06,0,0.3836270956,0.6346173599,0,0,0
S001,2027-12-07,0.1049896992,0.2715978819,0.5455387654,0.05,0,0
S001,2027-12-08,0.2436982479,0.3085740038,0.5485776524,0,0,0
S001,2027-12-09,0.28877978,0.3168638638,0.6343058075,0.15,0,0
S001,2027-12-10,0.291622555,0.2020492302,0.5849714111,0.15,0,0
S001,2027-12-11,0.1575736283,0.1908262722,0.5417898861,0.25,0,0
S001,2027-12-12,0.1257761266,0.2204908328,0.575746144,0.05,0,0
S001,2027-12-13,0.102530811,0.2299727042,0.5297592725,0.05,0,0
S001,2027-12-14,0.2298561414,0.2290919459,0.4822372559,0.05,0,0
S001,2027-12-15,0.2216222612,0.1508853048,0.5199496842,0.05,0,0
S001,2027-12-16,0.0907686331,0.2452298088,0.5153123381,0,0,0
S001,2027-12-17,0.07825794478,0.2874216502,0.4541258211,0,0,0
S001,2027-12-18,0.06783018473,0.1518450376,0.4955630668,0.15,0,0
S001,2027-12-19,0.2012947363,0.2694525925,0.3749458219,0.1,0,0
S001,2027-12-20,0.2630144888,0.2216385888,0.2419563473,0.05,0,0
S001,2027-12-21,0.2658299545,0.229125508,0.2402455687,0.1,0,0
S001,2027-12-22,0.1585018079,0.2464813791,0.1866018285,0.05,0,0
S001,2027-12-23,0.06675216944,0.2553531313,0.2630178794,0,0,0
S001,2027-12-24,0.242060615,0.2357491574,0.3122195798,0.15,0,0
S001,2027-12-25,0.187897347,0.2414204033,0.3021112844,0.05,0,0
S001,2027-12-26,0.1879286201,0.2727848813,0.3959418248,0.1,0,0
S001,2027-12-27,0.2626895979,0.2250270081,0.388204634,0.1,0,0
