supplier_id,date,feature,calibrated_log_odds_contribution,calibrated_baseline_log_odds,direction
S013,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S014,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S014,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S014,2028-12-30,numeric__weather_signal,-0.06927733868,-2.291809082,decreases
S014,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S014,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S015,2028-12-30,numeric__weather_signal,0.4163633585,-2.291809082,increases
S015,2028-12-30,numeric__weather_risk,0.14430435,-2.291809082,increases
S015,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S015,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S015,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S016,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S016,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S016,2028-12-30,numeric__congestion_signal,0.1672755629,-2.291809082,increases
S016,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S016,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S017,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S017,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S017,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S017,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S017,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S018,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S018,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S018,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S018,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S018,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S019,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S019,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S019,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S019,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S019,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S020,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S020,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S020,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S020,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S020,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S021,2028-12-30,numeric__weather_signal,0.4163633585,-2.291809082,increases
S021,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S021,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S021,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S021,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S022,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S022,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S022,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S022,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S022,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S023,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S023,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S023,2028-12-30,numeric__weather_signal,-0.06927733868,-2.291809082,decreases
S023,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S023,2028-12-30,numeric__lead_time_std,0.06315217167,-2.291809082,increases
S024,2028-12-30,numeric__weather_signal,0.1228796467,-2.291809082,increases
S024,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S024,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S024,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S024,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S025,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S025,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S025,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S025,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S025,2028-12-30,numeric__lead_time_std,0.06315217167,-2.291809082,increases
S026,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S026,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S026,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S026,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S026,2028-12-30,numeric__delay_rate_7d,-0.02150509879,-2.291809082,decreases
S027,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S027,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S027,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S027,2028-12-30,numeric__weather_signal,-0.05813565105,-2.291809082,decreases
S027,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S028,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S028,2028-12-30,numeric__weather_signal,-0.06927733868,-2.291809082,decreases
S028,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S028,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S028,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S029,2028-12-30,numeric__congestion_signal,0.1672755629,-2.291809082,increases
S029,2028-12-30,numeric__weather_signal,0.1604111791,-2.291809082,increases
S029,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S029,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S029,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S030,2028-12-30,numeric__weather_signal,0.2656781077,-2.291809082,increases
S030,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S030,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S030,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S030,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S031,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S031,2028-12-30,numeric__weather_signal,0.1413363814,-2.291809082,increases
S031,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S031,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S031,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S032,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S032,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S032,2028-12-30,numeric__weather_signal,-0.05813565105,-2.291809082,decreases
S032,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S032,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S033,2028-12-30,numeric__weather_signal,0.1604111791,-2.291809082,increases
S033,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S033,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S033,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S033,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S034,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S034,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S034,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S034,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S034,2028-12-30,numeric__delay_rate_7d,-0.02150509879,-2.291809082,decreases
S035,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S035,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S035,2028-12-30,numeric__financial_risk,0.1107062846,-2.291809082,increases
S035,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S035,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S036,2028-12-30,numeric__weather_signal,0.4163633585,-2.291809082,increases
S036,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S036,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S036,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S036,2028-12-30,numeric__congestion_signal,-0.01924815401,-2.291809082,decreases
S037,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S037,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S037,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S037,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S037,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S038,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S038,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S038,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S038,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S038,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S039,2028-12-30,numeric__weather_signal,0.1228796467,-2.291809082,increases
S039,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S039,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S039,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S039,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S040,2028-12-30,numeric__weather_signal,0.4163633585,-2.291809082,increases
S040,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S040,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S040,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S040,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S041,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S041,2028-12-30,numeric__weather_signal,0.1413363814,-2.291809082,increases
S041,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S041,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S041,2028-12-30,numeric__lead_time_std,0.06315217167,-2.291809082,increases
S042,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S042,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S042,2028-12-30,numeric__weather_signal,-0.05813565105,-2.291809082,decreases
S042,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S042,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S043,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S043,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S043,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S043,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S043,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S044,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S044,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S044,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S044,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S044,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S045,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S045,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S045,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S045,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S045,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S046,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S046,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S046,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S046,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S046,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S047,2028-12-30,numeric__weather_signal,0.3583882451,-2.291809082,increases
S047,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S047,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S047,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S047,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S048,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S048,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S048,2028-12-30,numeric__weather_signal,-0.06927733868,-2.291809082,decreases
S048,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S048,2028-12-30,numeric__delay_rate_7d,-0.02150509879,-2.291809082,decreases
S049,2028-12-30,numeric__weather_signal,0.4163633585,-2.291809082,increases
S049,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S049,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S049,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S049,2028-12-30,numeric__delay_rate_7d,-0.02150509879,-2.291809082,decreases
S050,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S050,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S050,2028-12-30,numeric__weather_risk,0.1180119291,-2.291809082,increases
S050,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S050,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S051,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S051,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S051,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S051,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S051,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S052,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S052,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S052,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S052,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S052,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S053,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S053,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S053,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S053,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S053,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S054,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S054,2028-12-30,numeric__weather_signal,0.1413363814,-2.291809082,increases
S054,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S054,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S054,2028-12-30,numeric__delay_rate_7d,-0.02150509879,-2.291809082,decreases
S055,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S055,2028-12-30,numeric__weather_signal,0.1413363814,-2.291809082,increases
S055,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S055,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S055,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S056,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S056,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S056,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S056,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S056,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S057,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S057,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S057,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S057,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S057,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S058,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S058,2028-12-30,numeric__weather_signal,0.1228796467,-2.291809082,increases
S058,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S058,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S058,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S059,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S059,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S059,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S059,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S059,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S060,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S060,2028-12-30,numeric__weather_risk,0.14430435,-2.291809082,increases
S060,2028-12-30,numeric__financial_risk,0.1238659918,-2.291809082,increases
S060,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S060,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S061,2028-12-30,numeric__weather_signal,0.2656781077,-2.291809082,increases
S061,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S061,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S061,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S061,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S062,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S062,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S062,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S062,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S062,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S063,2028-12-30,numeric__congestion_signal,0.1672755629,-2.291809082,increases
S063,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S063,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S063,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S063,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S064,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S064,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S064,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S064,2028-12-30,numeric__weather_signal,0.05507232621,-2.291809082,increases
S064,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S065,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S065,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S065,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S065,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S065,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S066,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S066,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S066,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S066,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S066,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S067,2028-12-30,numeric__weather_signal,0.1228796467,-2.291809082,increases
S067,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S067,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S067,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S067,2028-12-30,numeric__congestion_signal,-0.01924815401,-2.291809082,decreases
S068,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S068,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S068,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S068,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S068,2028-12-30,numeric__cyber_risk,0.02736488543,-2.291809082,increases
S069,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S069,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S069,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S069,2028-12-30,numeric__geopolitical_risk,0.0402231589,-2.291809082,increases
S069,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S070,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S070,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S070,2028-12-30,numeric__weather_signal,-0.0394127816,-2.291809082,decreases
S070,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S070,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S071,2028-12-30,numeric__weather_signal,-0.2192708701,-2.291809082,decreases
S071,2028-12-30,numeric__days_since_onset,0.1680868566,-2.291809082,increases
S071,2028-12-30,numeric__reliability_score,-0.07657185942,-2.291809082,decreases
S071,2028-12-30,numeric__delay_rate_7d,-0.03804020956,-2.291809082,decreases
S071,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
S072,2028-12-30,numeric__reliability_score,0.2357717007,-2.291809082,increases
S072,2028-12-30,numeric__weather_signal,0.1413363814,-2.291809082,increases
S072,2028-12-30,numeric__delay_rate_7d,0.1039848104,-2.291809082,increases
S072,2028-12-30,numeric__days_since_onset,-0.06387073547,-2.291809082,decreases
S072,2028-12-30,numeric__financial_risk,-0.03450156748,-2.291809082,decreases
