supplier_id,date,disruption_risk,risk_probability,predicted,error_type,wrong_label_confidence
S071,2028-09-03,1,0.05879281089,False,FN,0.9412071705
S038,2028-07-04,1,0.05879281089,False,FN,0.9412071705
S091,2028-07-19,1,0.0589443557,False,FN,0.9410556555
S091,2028-07-21,1,0.0589443557,False,FN,0.9410556555
S091,2028-07-22,1,0.0589443557,False,FN,0.9410556555
S091,2028-07-23,1,0.0589443557,False,FN,0.9410556555
S096,2028-07-18,1,0.0589443557,False,FN,0.9410556555
S096,2028-07-16,1,0.0589443557,False,FN,0.9410556555
S096,2028-07-17,1,0.0589443557,False,FN,0.9410556555
S091,2028-07-20,1,0.0589443557,False,FN,0.9410556555
S091,2028-07-17,1,0.0589443557,False,FN,0.9410556555
S091,2028-07-18,1,0.0589443557,False,FN,0.9410556555
S004,2028-06-14,1,0.05978031456,False,FN,0.9402197003
S096,2028-07-15,1,0.05986827239,False,FN,0.9401317239
S068,2028-06-09,1,0.06023677438,False,FN,0.939763248
S068,2028-06-11,1,0.06023677438,False,FN,0.939763248
S068,2028-06-10,1,0.06023677438,False,FN,0.939763248
S068,2028-06-06,1,0.06023677438,False,FN,0.939763248
S068,2028-06-08,1,0.06023677438,False,FN,0.939763248
S068,2028-06-07,1,0.06023677438,False,FN,0.939763248
S053,2028-06-19,1,0.0603492111,False,FN,0.939650774
S061,2028-08-08,1,0.0603492111,False,FN,0.939650774
S053,2028-06-20,1,0.0603492111,False,FN,0.939650774
S053,2028-06-21,1,0.0603492111,False,FN,0.939650774
S053,2028-06-17,1,0.0603492111,False,FN,0.939650774
S053,2028-06-18,1,0.0603492111,False,FN,0.939650774
S053,2028-06-16,1,0.0603492111,False,FN,0.939650774
S068,2028-08-16,1,0.06080974638,False,FN,0.9391902685
S068,2028-08-13,1,0.06080974638,False,FN,0.9391902685
S069,2028-07-04,1,0.06108986586,False,FN,0.9389101267
S069,2028-07-03,1,0.06108986586,False,FN,0.9389101267
S044,2028-08-23,1,0.06116422638,False,FN,0.9388357997
S014,2028-06-08,1,0.06124881282,False,FN,0.9387511611
S053,2028-06-15,1,0.06132687628,False,FN,0.9386731386
S096,2028-07-14,1,0.06140625849,False,FN,0.9385937452
S066,2028-06-07,1,0.06140878424,False,FN,0.9385912418
S068,2028-08-15,1,0.06176098436,False,FN,0.938239038
S068,2028-08-18,1,0.06176098436,False,FN,0.938239038
S068,2028-08-14,1,0.06176098436,False,FN,0.938239038
S068,2028-08-17,1,0.06176098436,False,FN,0.938239038
S065,2028-07-27,1,0.0621615909,False,FN,0.9378384352
S064,2028-07-13,1,0.06259957701,False,FN,0.9374004006
S048,2028-06-24,1,0.06259957701,False,FN,0.9374004006
S042,2028-07-18,1,0.06286589801,False,FN,0.9371340871
S085,2028-08-19,1,0.06318031251,False,FN,0.9368196726
S085,2028-08-20,1,0.06318031251,False,FN,0.9368196726
S085,2028-08-18,1,0.06318031251,False,FN,0.9368196726
S085,2028-08-21,1,0.06318031251,False,FN,0.9368196726
S068,2028-08-19,1,0.0633443296,False,FN,0.9366556406
S085,2028-08-15,1,0.06416610628,False,FN,0.9358338714
S085,2028-08-17,1,0.06416610628,False,FN,0.9358338714
S044,2028-08-20,1,0.06560235471,False,FN,0.9343976378
S044,2028-08-25,1,0.06560235471,False,FN,0.9343976378
S061,2028-08-06,1,0.06565052271,False,FN,0.9343494773
S085,2028-08-16,1,0.06580678374,False,FN,0.9341931939
S044,2028-08-24,1,0.06628862768,False,FN,0.93371135
S065,2028-07-28,1,0.06703037024,False,FN,0.9329696298
S054,2028-06-10,1,0.06703037024,False,FN,0.9329696298
S065,2028-07-26,1,0.06703037024,False,FN,0.9329696298
S021,2028-08-11,1,0.06726545095,False,FN,0.932734549
S021,2028-08-12,1,0.06726545095,False,FN,0.932734549
S048,2028-07-26,1,0.06731943786,False,FN,0.9326805472
S030,2028-08-05,1,0.06731943786,False,FN,0.9326805472
S096,2028-07-13,1,0.06733393669,False,FN,0.9326660633
S067,2028-07-03,1,0.06773050129,False,FN,0.9322695136
S054,2028-06-08,1,0.06773050129,False,FN,0.9322695136
S054,2028-06-09,1,0.06773050129,False,FN,0.9322695136
S064,2028-07-15,1,0.06795489788,False,FN,0.9320451021
S064,2028-07-14,1,0.06809360534,False,FN,0.9319064021
S014,2028-06-07,1,0.06824237853,False,FN,0.9317576289
S021,2028-08-10,1,0.06844970584,False,FN,0.9315502644
S093,2028-08-08,1,0.06854399294,False,FN,0.9314560294
S046,2028-08-22,1,0.06860499829,False,FN,0.9313949943
S014,2028-06-11,1,0.06871389598,False,FN,0.9312860966
S099,2028-05-30,1,0.06892234087,False,FN,0.9310776591
S054,2028-06-14,1,0.06892234087,False,FN,0.9310776591
S065,2028-07-25,1,0.06892234087,False,FN,0.9310776591
S067,2028-07-07,1,0.06892234087,False,FN,0.9310776591
S067,2028-07-04,1,0.06892234087,False,FN,0.9310776591
S065,2028-07-29,1,0.06892234087,False,FN,0.9310776591
S067,2028-07-06,1,0.06892234087,False,FN,0.9310776591
S067,2028-07-02,1,0.06892234087,False,FN,0.9310776591
S063,2028-07-14,1,0.06919015199,False,FN,0.9308098555
S089,2028-07-05,1,0.06945633143,False,FN,0.9305436611
S038,2028-06-30,1,0.06957180053,False,FN,0.9304282069
S038,2028-06-29,1,0.06957180053,False,FN,0.9304282069
S038,2028-07-01,1,0.06957180053,False,FN,0.9304282069
S022,2028-08-18,1,0.06957180053,False,FN,0.9304282069
S076,2028-06-19,1,0.06976217777,False,FN,0.9302378297
S076,2028-06-18,1,0.06976217777,False,FN,0.9302378297
S061,2028-08-10,1,0.07016059011,False,FN,0.9298394322
S061,2028-08-07,1,0.07016059011,False,FN,0.9298394322
S022,2028-08-15,1,0.07016240805,False,FN,0.9298375845
S093,2028-08-12,1,0.07018281519,False,FN,0.9298171997
S063,2028-07-13,1,0.07040574402,False,FN,0.9295942783
S025,2028-08-07,1,0.07058767974,False,FN,0.9294123054
S025,2028-08-08,1,0.07058767974,False,FN,0.9294123054
S014,2028-06-09,1,0.07064980268,False,FN,0.9293501973
S022,2028-08-17,1,0.07068763673,False,FN,0.9293123484
S066,2028-08-24,1,0.0709798336,False,FN,0.9290201664
S009,2028-08-22,1,0.07103135437,False,FN,0.928968668
S009,2028-08-23,1,0.07103135437,False,FN,0.928968668
S009,2028-08-21,1,0.07103135437,False,FN,0.928968668
S009,2028-08-25,1,0.07103135437,False,FN,0.928968668
S009,2028-07-11,1,0.07103135437,False,FN,0.928968668
S009,2028-07-10,1,0.07103135437,False,FN,0.928968668
S009,2028-08-19,1,0.07103135437,False,FN,0.928968668
S009,2028-08-24,1,0.07103135437,False,FN,0.928968668
S068,2028-06-12,1,0.07126045227,False,FN,0.9287395477
S061,2028-08-09,1,0.07139191031,False,FN,0.9286080599
S006,2028-07-19,1,0.07149624079,False,FN,0.9285037518
S048,2028-07-25,1,0.07181677222,False,FN,0.928183198
S059,2028-06-08,1,0.07223466039,False,FN,0.9277653694
S048,2028-07-22,1,0.07224386185,False,FN,0.9277561307
S076,2028-06-20,1,0.07225767523,False,FN,0.9277423024
S076,2028-06-22,1,0.07225767523,False,FN,0.9277423024
S076,2028-06-21,1,0.07225767523,False,FN,0.9277423024
S066,2028-07-05,1,0.07261899114,False,FN,0.9273810387
S066,2028-07-09,1,0.07261899114,False,FN,0.9273810387
S066,2028-07-08,1,0.07261899114,False,FN,0.9273810387
S066,2028-06-17,1,0.07261899114,False,FN,0.9273810387
S066,2028-06-21,1,0.07261899114,False,FN,0.9273810387
S066,2028-07-06,1,0.07261899114,False,FN,0.9273810387
S066,2028-07-07,1,0.07261899114,False,FN,0.9273810387
S066,2028-07-11,1,0.07261899114,False,FN,0.9273810387
S022,2028-06-02,1,0.07349845767,False,FN,0.9265015125
S054,2028-06-23,1,0.07349845767,False,FN,0.9265015125
S022,2028-06-08,1,0.07349845767,False,FN,0.9265015125
S054,2028-06-24,1,0.07349845767,False,FN,0.9265015125
S044,2028-08-19,1,0.07364913076,False,FN,0.9263508916
S048,2028-07-27,1,0.07365217805,False,FN,0.9263478518
S066,2028-06-16,1,0.07374046743,False,FN,0.9262595177
S058,2028-08-20,1,0.07418762147,False,FN,0.9258123636
S065,2028-08-08,1,0.07418762147,False,FN,0.9258123636
S064,2028-07-16,1,0.07433958352,False,FN,0.9256604314
S048,2028-06-25,1,0.07433958352,False,FN,0.9256604314
S064,2028-07-12,1,0.07433958352,False,FN,0.9256604314
S064,2028-07-17,1,0.07433958352,False,FN,0.9256604314
S046,2028-08-21,1,0.07457397133,False,FN,0.9254260063
S030,2028-08-06,1,0.07478521764,False,FN,0.9252147675
S093,2028-09-02,1,0.07507242262,False,FN,0.9249275923
S089,2028-07-04,1,0.07523819059,False,FN,0.9247618318
S029,2028-06-26,1,0.07523819059,False,FN,0.9247618318
S067,2028-07-05,1,0.07523819059,False,FN,0.9247618318
S054,2028-06-11,1,0.07523819059,False,FN,0.9247618318
S054,2028-06-12,1,0.07523819059,False,FN,0.9247618318
S081,2028-08-29,1,0.07541296631,False,FN,0.9245870113
S081,2028-09-02,1,0.07541296631,False,FN,0.9245870113
S081,2028-09-01,1,0.07541296631,False,FN,0.9245870113
S081,2028-08-31,1,0.07541296631,False,FN,0.9245870113
S041,2028-06-12,1,0.07544181496,False,FN,0.9245581627
S022,2028-08-20,1,0.07594231516,False,FN,0.9240576625
S022,2028-08-21,1,0.07594231516,False,FN,0.9240576625
S042,2028-08-19,1,0.0761186108,False,FN,0.9238814116
S042,2028-08-25,1,0.0761186108,False,FN,0.9238814116
S042,2028-08-21,1,0.0761186108,False,FN,0.9238814116
S004,2028-07-03,1,0.0761186108,False,FN,0.9238814116
S042,2028-08-24,1,0.0761186108,False,FN,0.9238814116
S004,2028-07-04,1,0.0761186108,False,FN,0.9238814116
S042,2028-08-20,1,0.0761186108,False,FN,0.9238814116
S042,2028-08-23,1,0.0761186108,False,FN,0.9238814116
S042,2028-08-22,1,0.0761186108,False,FN,0.9238814116
S093,2028-08-07,1,0.07613448799,False,FN,0.9238654971
S093,2028-08-06,1,0.07613448799,False,FN,0.9238654971
S093,2028-08-10,1,0.07613448799,False,FN,0.9238654971
S093,2028-08-11,1,0.07613448799,False,FN,0.9238654971
S006,2028-07-17,1,0.0762411654,False,FN,0.9237588644
S100,2028-08-14,1,0.07628402859,False,FN,0.9237159491
S100,2028-08-16,1,0.07628402859,False,FN,0.9237159491
S100,2028-08-13,1,0.07628402859,False,FN,0.9237159491
S100,2028-08-15,1,0.07628402859,False,FN,0.9237159491
S043,2028-08-30,1,0.07628402859,False,FN,0.9237159491
S100,2028-08-17,1,0.07628402859,False,FN,0.9237159491
S096,2028-07-12,1,0.0763822943,False,FN,0.9236177206
S029,2028-07-01,1,0.07639676332,False,FN,0.9236032367
S067,2028-07-08,1,0.07639676332,False,FN,0.9236032367
S063,2028-07-16,1,0.07684630156,False,FN,0.9231536984
S063,2028-07-17,1,0.07684630156,False,FN,0.9231536984
S063,2028-07-11,1,0.07684630156,False,FN,0.9231536984
S063,2028-07-15,1,0.07684630156,False,FN,0.9231536984
S063,2028-07-12,1,0.07684630156,False,FN,0.9231536984
S014,2028-06-10,1,0.07711084187,False,FN,0.922889173
S071,2028-07-08,1,0.07711084187,False,FN,0.922889173
S058,2028-07-28,1,0.07711084187,False,FN,0.922889173
S022,2028-08-16,1,0.07715184987,False,FN,0.922848165
S058,2028-07-30,1,0.0771920532,False,FN,0.9228079319
S004,2028-06-15,1,0.07719424367,False,FN,0.9228057861
S054,2028-06-27,1,0.07731071115,False,FN,0.9226893187
S093,2028-08-09,1,0.07752349973,False,FN,0.9224765301
S062,2028-07-01,1,0.07792514563,False,FN,0.9220748544
S044,2028-08-22,1,0.07800501585,False,FN,0.9219949841
S093,2028-09-03,1,0.07815200835,False,FN,0.9218479991
S009,2028-07-12,1,0.07838009298,False,FN,0.9216198921
S005,2028-07-05,1,0.07849851251,False,FN,0.9215015173
S077,2028-05-30,1,0.07865229994,False,FN,0.9213476777
S077,2028-06-04,1,0.07865229994,False,FN,0.9213476777
S077,2028-06-05,1,0.07865229994,False,FN,0.9213476777
S077,2028-06-03,1,0.07865229994,False,FN,0.9213476777
S048,2028-07-24,1,0.07866513729,False,FN,0.9213348627
S044,2028-08-21,1,0.07881009579,False,FN,0.9211899042
S069,2028-07-05,1,0.07885327935,False,FN,0.9211467505
S076,2028-06-24,1,0.07885327935,False,FN,0.9211467505
S076,2028-06-23,1,0.07885327935,False,FN,0.9211467505
S058,2028-08-19,1,0.07909594476,False,FN,0.9209040403
S014,2028-06-05,1,0.0791965872,False,FN,0.9208034277
S031,2028-07-10,1,0.07920910418,False,FN,0.9207909107
S043,2028-08-29,1,0.07940907031,False,FN,0.9205909371
S028,2028-07-08,1,0.07975530624,False,FN,0.9202446938
S005,2028-07-02,1,0.07986687869,False,FN,0.9201331139
S029,2028-07-02,1,0.08009408414,False,FN,0.919905901
S051,2028-05-31,1,0.0801467672,False,FN,0.9198532104
S031,2028-07-09,1,0.08024787158,False,FN,0.919752121
S031,2028-07-08,1,0.08024787158,False,FN,0.919752121
S085,2028-08-31,1,0.08036841452,False,FN,0.9196316004
S085,2028-09-02,1,0.08036841452,False,FN,0.9196316004
S085,2028-09-03,1,0.08036841452,False,FN,0.9196316004
S085,2028-09-01,1,0.08036841452,False,FN,0.9196316004
S085,2028-08-30,1,0.08036841452,False,FN,0.9196316004
S084,2028-06-12,1,0.08060026169,False,FN,0.9193997383
S090,2028-07-26,1,0.08067826182,False,FN,0.9193217158
S022,2028-08-19,1,0.080839701,False,FN,0.9191603065
S051,2028-05-30,1,0.08097200841,False,FN,0.9190279841
S094,2028-07-25,1,0.08101255447,False,FN,0.918987453
S094,2028-07-26,1,0.08101255447,False,FN,0.918987453
S094,2028-07-27,1,0.08101255447,False,FN,0.918987453
S041,2028-06-15,1,0.08101909608,False,FN,0.9189808965
S031,2028-07-05,1,0.08107406646,False,FN,0.918925941
S025,2028-08-09,1,0.08108444512,False,FN,0.9189155698
S062,2028-07-03,1,0.08111152053,False,FN,0.9188884497
S062,2028-07-02,1,0.08111152053,False,FN,0.9188884497
S005,2028-07-04,1,0.08130335808,False,FN,0.9186966419
S088,2028-06-21,1,0.08150245994,False,FN,0.9184975624
S062,2028-06-30,1,0.08194670081,False,FN,0.9180532694
S006,2028-07-18,1,0.08211616427,False,FN,0.9178838134
S004,2028-06-16,1,0.08216516674,False,FN,0.9178348184
S071,2028-07-07,1,0.0822217539,False,FN,0.9177782536
S071,2028-07-06,1,0.0822217539,False,FN,0.9177782536
S066,2028-06-18,1,0.08231492341,False,FN,0.9176850915
S009,2028-08-20,1,0.08242708445,False,FN,0.9175729156
S009,2028-07-13,1,0.08242708445,False,FN,0.9175729156
S099,2028-07-12,1,0.08271042258,False,FN,0.9172895551
S059,2028-06-09,1,0.08293043077,False,FN,0.9170695543
S089,2028-08-30,1,0.08293043077,False,FN,0.9170695543
S089,2028-07-10,1,0.08295082301,False,FN,0.9170491695
S041,2028-06-11,1,0.08311403543,False,FN,0.916885972
S022,2028-06-03,1,0.08330124617,False,FN,0.9166987538
S022,2028-06-07,1,0.08330124617,False,FN,0.9166987538
S025,2028-08-10,1,0.0833376646,False,FN,0.9166623354
S061,2028-08-11,1,0.08334815502,False,FN,0.916651845
S066,2028-06-22,1,0.08339072019,False,FN,0.9166092873
S071,2028-07-09,1,0.08347818255,False,FN,0.9165217876
S039,2028-07-16,1,0.08347818255,False,FN,0.9165217876
S069,2028-07-07,1,0.08392134309,False,FN,0.9160786867
S062,2028-07-05,1,0.08400121331,False,FN,0.9159988165
S041,2028-06-10,1,0.08408048004,False,FN,0.9159195423
S066,2028-07-10,1,0.08424630016,False,FN,0.9157537222
S006,2028-07-20,1,0.08439543098,False,FN,0.9156045914
S088,2028-06-22,1,0.08440480381,False,FN,0.9155951738
S084,2028-06-17,1,0.08455184102,False,FN,0.9154481888
S084,2028-06-19,1,0.08455184102,False,FN,0.9154481888
S084,2028-06-20,1,0.08455184102,False,FN,0.9154481888
S084,2028-06-18,1,0.08455184102,False,FN,0.9154481888
S065,2028-08-02,1,0.08455184102,False,FN,0.9154481888
S065,2028-08-04,1,0.08455184102,False,FN,0.9154481888
S065,2028-08-03,1,0.08455184102,False,FN,0.9154481888
S065,2028-08-06,1,0.08455184102,False,FN,0.9154481888
S065,2028-08-05,1,0.08455184102,False,FN,0.9154481888
S065,2028-08-07,1,0.08455184102,False,FN,0.9154481888
S054,2028-06-25,1,0.08457265049,False,FN,0.9154273272
S001,2028-07-22,1,0.08494427055,False,FN,0.9150557518
S001,2028-07-24,1,0.08494427055,False,FN,0.9150557518
S001,2028-07-19,1,0.08494427055,False,FN,0.9150557518
S001,2028-07-20,1,0.08494427055,False,FN,0.9150557518
S001,2028-07-21,1,0.08494427055,False,FN,0.9150557518
S001,2028-07-25,1,0.08494427055,False,FN,0.9150557518
S001,2028-07-23,1,0.08494427055,False,FN,0.9150557518
S091,2028-08-22,1,0.08500923216,False,FN,0.9149907827
S089,2028-08-29,1,0.08532436937,False,FN,0.914675653
S066,2028-06-20,1,0.0857020542,False,FN,0.9142979383
S006,2028-07-16,1,0.08572711051,False,FN,0.9142729044
S029,2028-06-28,1,0.08573558927,False,FN,0.9142644405
S029,2028-06-30,1,0.08573558927,False,FN,0.9142644405
S029,2028-06-27,1,0.08573558927,False,FN,0.9142644405
S029,2028-06-29,1,0.08573558927,False,FN,0.9142644405
S089,2028-07-08,1,0.0858508721,False,FN,0.9141491055
S093,2028-09-01,1,0.0861742273,False,FN,0.9138257504
S066,2028-06-19,1,0.08622580022,False,FN,0.9137741923
S036,2028-07-18,1,0.0862371102,False,FN,0.9137628675
S053,2028-08-05,1,0.08623833209,False,FN,0.9137616754
S058,2028-07-29,1,0.08652875572,False,FN,0.9134712219
S083,2028-07-27,1,0.08669249713,False,FN,0.913307488
S083,2028-07-26,1,0.08669249713,False,FN,0.913307488
S053,2028-07-20,1,0.0867273286,False,FN,0.9132726789
S004,2028-06-17,1,0.08681482077,False,FN,0.9131851792
S004,2028-06-20,1,0.08681482077,False,FN,0.9131851792
S036,2028-08-26,1,0.08700662106,False,FN,0.9129933715
S054,2028-06-26,1,0.08725454658,False,FN,0.9127454758
S022,2028-06-04,1,0.08725454658,False,FN,0.9127454758
S081,2028-08-30,1,0.08744544536,False,FN,0.9125545621
S084,2028-06-11,1,0.08752660453,False,FN,0.9124733806
S059,2028-06-06,1,0.08752660453,False,FN,0.9124733806
S059,2028-06-07,1,0.08752660453,False,FN,0.9124733806
S084,2028-06-07,1,0.08752660453,False,FN,0.9124733806
S084,2028-06-06,1,0.08752660453,False,FN,0.9124733806
S014,2028-06-06,1,0.08789086342,False,FN,0.9121091366
S054,2028-06-22,1,0.08804377168,False,FN,0.9119562507
S042,2028-07-17,1,0.08823002875,False,FN,0.9117699862
S004,2028-07-05,1,0.08825290948,False,FN,0.911747098
S090,2028-07-28,1,0.08829128742,False,FN,0.9117087126
S094,2028-07-28,1,0.08833119273,False,FN,0.9116687775
S094,2028-07-24,1,0.08833119273,False,FN,0.9116687775
S100,2028-08-11,1,0.08844219148,False,FN,0.9115577936
S069,2028-07-06,1,0.08866075426,False,FN,0.9113392234
S030,2028-08-08,1,0.08875906467,False,FN,0.9112409353
S062,2028-07-04,1,0.08876145631,False,FN,0.9112385511
S081,2028-09-03,1,0.08895110339,False,FN,0.9110488892
S041,2028-06-14,1,0.08901018649,False,FN,0.910989821
S041,2028-07-27,1,0.08901018649,False,FN,0.910989821
S089,2028-07-06,1,0.08928850293,False,FN,0.9107115269
S090,2028-07-22,1,0.08948342502,False,FN,0.9105165601
S046,2028-08-20,1,0.08949957043,False,FN,0.9105004072
S062,2028-08-06,1,0.08957990259,False,FN,0.9104201198
S094,2028-07-23,1,0.08967187256,False,FN,0.9103281498
S041,2028-07-26,1,0.08970560879,False,FN,0.9102944136
S053,2028-07-01,1,0.08977112174,False,FN,0.9102288485
S004,2028-07-07,1,0.08977112174,False,FN,0.9102288485
S053,2028-07-02,1,0.08977112174,False,FN,0.9102288485
S004,2028-07-06,1,0.08977112174,False,FN,0.9102288485
S090,2028-07-27,1,0.08981007338,False,FN,0.9101899266
S090,2028-07-25,1,0.08981007338,False,FN,0.9101899266
S059,2028-06-10,1,0.08983916044,False,FN,0.9101608396
S031,2028-07-07,1,0.0899181813,False,FN,0.9100818038
S031,2028-07-06,1,0.0899181813,False,FN,0.9100818038
S100,2028-08-12,1,0.08996331692,False,FN,0.9100366831
S043,2028-08-31,1,0.08996331692,False,FN,0.9100366831
S053,2028-07-14,1,0.09031727165,False,FN,0.9096827507
S053,2028-07-15,1,0.09031727165,False,FN,0.9096827507
S053,2028-08-09,1,0.09031727165,False,FN,0.9096827507
S053,2028-08-07,1,0.09031727165,False,FN,0.9096827507
S053,2028-07-16,1,0.09031727165,False,FN,0.9096827507
S053,2028-08-10,1,0.09031727165,False,FN,0.9096827507
S053,2028-08-11,1,0.09031727165,False,FN,0.9096827507
S053,2028-08-08,1,0.09031727165,False,FN,0.9096827507
S009,2028-07-15,1,0.0905706659,False,FN,0.9094293118
S003,2028-08-19,1,0.09059097618,False,FN,0.9094090462
S003,2028-08-20,1,0.09059097618,False,FN,0.9094090462
S028,2028-07-07,1,0.09072621912,False,FN,0.9092738032
S028,2028-07-04,1,0.09072621912,False,FN,0.9092738032
S016,2028-07-27,1,0.09079171717,False,FN,0.9092082977
S016,2028-07-26,1,0.09079171717,False,FN,0.9092082977
S025,2028-08-12,1,0.09084559977,False,FN,0.9091544151
S025,2028-08-11,1,0.09084559977,False,FN,0.9091544151
S041,2028-07-28,1,0.0910693109,False,FN,0.9089306593
S077,2028-05-31,1,0.09115065634,False,FN,0.9088493586
S077,2028-06-02,1,0.09115065634,False,FN,0.9088493586
S066,2028-08-26,1,0.0912989974,False,FN,0.9087010026
S066,2028-08-27,1,0.0912989974,False,FN,0.9087010026
S064,2028-06-02,1,0.0912989974,False,FN,0.9087010026
S009,2028-07-14,1,0.09140409529,False,FN,0.9085959196
S053,2028-08-06,1,0.09168503433,False,FN,0.9083149433
S062,2028-07-06,1,0.09168709069,False,FN,0.9083129168
S003,2028-08-15,1,0.0919624567,False,FN,0.9080375433
S048,2028-07-23,1,0.09196681529,False,FN,0.9080331922
S006,2028-07-22,1,0.09198909998,False,FN,0.9080109
S003,2028-08-21,1,0.09217472374,False,FN,0.9078252912
S091,2028-08-24,1,0.09233438224,False,FN,0.9076656103
S091,2028-08-26,1,0.09233438224,False,FN,0.9076656103
S019,2028-08-14,1,0.09252976626,False,FN,0.9074702263
S046,2028-08-16,1,0.09256574512,False,FN,0.9074342251
S087,2028-07-27,1,0.09256574512,False,FN,0.9074342251
S019,2028-07-03,1,0.09271363914,False,FN,0.907286346
S077,2028-07-31,1,0.09271363914,False,FN,0.907286346
S077,2028-06-01,1,0.09271363914,False,FN,0.907286346
S099,2028-07-18,1,0.09274353087,False,FN,0.907256484
S028,2028-07-02,1,0.09297855943,False,FN,0.9070214629
S005,2028-07-03,1,0.09309636056,False,FN,0.9069036245
S098,2028-07-06,1,0.09318239242,False,FN,0.906817615
S047,2028-07-18,1,0.09351042658,False,FN,0.9064895511
S047,2028-07-19,1,0.09351042658,False,FN,0.9064895511
S047,2028-07-20,1,0.09351042658,False,FN,0.9064895511
S058,2028-07-27,1,0.09359490126,False,FN,0.9064050913
S041,2028-06-13,1,0.09368543327,False,FN,0.9063145518
S061,2028-08-12,1,0.0938116461,False,FN,0.9061883688
S042,2028-07-20,1,0.0938116461,False,FN,0.9061883688
S042,2028-07-19,1,0.09390867501,False,FN,0.9060913324
S066,2028-08-25,1,0.09402129054,False,FN,0.9059786797
S046,2028-08-17,1,0.09412775934,False,FN,0.9058722258
S030,2028-08-19,1,0.09490884095,False,FN,0.9050911665
S059,2028-06-11,1,0.09493755549,False,FN,0.9050624371
S004,2028-06-19,1,0.09500902891,False,FN,0.9049909711
S036,2028-09-01,1,0.09507832676,False,FN,0.9049216509
S091,2028-08-23,1,0.09512323886,False,FN,0.9048767686
S084,2028-06-09,1,0.09537266195,False,FN,0.9046273232
S058,2028-08-18,1,0.09537266195,False,FN,0.9046273232
S084,2028-06-10,1,0.09537266195,False,FN,0.9046273232
S059,2028-06-05,1,0.09537266195,False,FN,0.9046273232
S046,2028-08-18,1,0.09576683491,False,FN,0.9042331576
S091,2028-08-25,1,0.09604856372,False,FN,0.9039514065
S095,2028-06-15,1,0.0960528329,False,FN,0.9039471745
S099,2028-07-16,1,0.09630955756,False,FN,0.9036904573
S099,2028-07-17,1,0.09630955756,False,FN,0.9036904573
S010,2028-07-02,1,0.09647976607,False,FN,0.9035202265
S010,2028-07-06,1,0.09647976607,False,FN,0.9035202265
S010,2028-07-01,1,0.09647976607,False,FN,0.9035202265
S010,2028-07-04,1,0.09647976607,False,FN,0.9035202265
S010,2028-07-05,1,0.09647976607,False,FN,0.9035202265
